cls,sponsor,construct_key,n_trials,ncts,first_start,phase3_start,highest_phase_ever,phase_active_2026,phase_by_2019,first_start_by_2019,phase3_start_by_2019,has_us_or_eu_site,approved_product,approval_date
CAR-T,Shanghai AbelZeta Ltd.,car-011,2,NCT02976857|NCT03018093,2016.96,,1,,1.0,2016.96,,False,,
CAR-T,Shanghai AbelZeta Ltd.,car011,2,NCT03154775|NCT03299738,2017.38,,1,,1.0,2017.38,,False,,
CAR-T,Shanghai AbelZeta Ltd.,car031,2,NCT06590246|NCT07444281,2024.71,,2,2.0,,,,False,,
CAR-T,Shanghai AbelZeta Ltd.,car039,1,NCT05800977,2023.12,,2,2.0,,,,False,,
CAR-T,Shanghai AbelZeta Ltd.,target:bcma,1,NCT05521802,2022.88,,2,2.0,,,,False,,
CAR-T,Shanghai AbelZeta Ltd.,unnamed,1,NCT07344311,2026.04,,1,1.0,,,,False,,
CAR-T,"Shanghai Cell Therapy Group Co.,Ltd",bze2204,1,NCT07174843,2025.71,,1,1.0,,,,False,,
CAR-T,"Shanghai Cell Therapy Group Co.,Ltd",target:bcma+cd19+cd20,2,NCT06446128|NCT06732232,2024.38,,1,1.0,,,,False,,
CAR-T,"Shanghai Cell Therapy Group Co.,Ltd",target:msln,3,NCT04503980|NCT05944185|NCT06248697,2020.21,,2,1.0,,,,False,,
CAR-T,"Shanghai Cell Therapy Group Co.,Ltd",unnamed,3,NCT05089266|NCT06249256|NCT06327997,2021.88,,1,1.0,,,,False,,
CAR-T,Shanghai Exuma Biotechnology Ltd.,c402,1,NCT06830031,2025.21,,1,1.0,,,,False,,
CAR-T,"Shanghai First Song Biotechnology Co., LTD",target:cd19,1,NCT06532630,2023.62,,1,,,,,False,,
CAR-T,"Shanghai First Song Biotechnology Co., LTD",target:cd20+cd30,1,NCT06532643,2023.62,,1,1.0,,,,False,,
CAR-T,"Shanghai GeneChem Co., Ltd.",target:cd19,2,NCT02672501|NCT03030976,2016.04,,2,,2.0,2016.04,,False,,
CAR-T,"Shanghai GeneChem Co., Ltd.",target:gpc3,2,NCT02715362|NCT03130712,2016.21,,2,,2.0,2016.21,,False,,
CAR-T,"Shanghai GeneChem Co., Ltd.",unnamed,2,NCT02706782|NCT02959151,2016.21,,2,,2.0,2016.21,,False,,
CAR-T,Shanghai International Medical Center,unnamed,1,NCT02862028,2016.62,,2,,2.0,2016.62,,False,,
CAR-T,"Shanghai Ming Ju Biotechnology Co., Ltd.",jwcar029,2,NCT04812691|NCT06093841,2020.54,,2,2.0,,,,False,,
CAR-T,"Shanghai Ming Ju Biotechnology Co., Ltd.",jwcar204,1,NCT06144385,2022.21,,1,,,,,False,,
CAR-T,"Shanghai Ming Ju Biotechnology Co., Ltd.",target:cd19,5,NCT04089215|NCT04718883|NCT05727683|NCT06149169|NCT06479356,2019.46,,2,2.0,2.0,2019.46,,False,,
CAR-T,"Shanghai Ming Ju Biotechnology Co., Ltd.",unnamed,2,NCT05765006|NCT06297408,2023.12,,1,,,,,False,,
CAR-T,"Shanghai PerHum Therapeutics Co., Ltd.",cct301,3,NCT03393936|NCT03960060|NCT05128786,2018.21,,2,,2.0,2018.21,,False,,
CAR-T,"Shanghai PerHum Therapeutics Co., Ltd.",cct303,1,NCT04511871,2020.54,,1,1.0,,,,False,,
CAR-T,"Shanghai Simnova Biotechnology Co.,Ltd.",snc-109,1,NCT05868083,2022.46,,1,,,,,False,,
CAR-T,"Shanghai Simnova Biotechnology Co.,Ltd.",snc109,1,NCT06616727,2023.96,,1,1.0,,,,False,,
CAR-T,"Shanghai Simnova Biotechnology Co.,Ltd.",snc115,1,NCT06384482,2024.29,,1,,,,,False,,
CAR-T,"Shanghai Simnova Biotechnology Co.,Ltd.",target:bcma,1,NCT05346198,2021.21,,1,,,,,False,,
CAR-T,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",approved:kymriah,3,NCT03614858|NCT03896854|NCT07093073,2017.71,,2,1.0,2.0,2017.71,,False,kymriah,2017-08-30
CAR-T,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",target:cd19,3,NCT03064269|NCT03275493|NCT05381662,2017.21,,2,,2.0,2017.21,,False,,
CAR-T,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",target:cd30,1,NCT07453446,2025.21,,1,,,,,False,,
CAR-T,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",u32,1,NCT07036250,2025.54,,2,2.0,,,,False,,
CAR-T,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",u87,2,NCT05605197|NCT06614686,2022.79,,1,1.0,,,,False,,
CAR-T,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",unnamed,2,NCT05732948|NCT07093086,2018.62,,1,,1.0,2018.62,,False,,
CAR-T,Shenzhen BinDeBio Ltd.,t19,1,NCT04204161,2019.79,,1,,1.0,2019.79,,False,,
CAR-T,Shenzhen BinDeBio Ltd.,target:tcr,1,NCT03941626,2019.71,,2,,2.0,2019.71,,False,,
CAR-T,Shenzhen BinDeBio Ltd.,unnamed,1,NCT03638206,2018.21,,2,,2.0,2018.21,,False,,
CAR-T,"Shenzhen Celconta Life Science Co., Ltd.",xkdct225,1,NCT06782425,2025.04,,1,1.0,,,,False,,
CAR-T,"Shenzhen Celconta Life Science Co., Ltd.",xkdct293,1,NCT06724835,2024.21,,1,,,,,False,,
CAR-T,"Shenzhen Fosun Kairos Biotechnology Co., Ltd.",fkc289,1,NCT07765524,2026.62,,2,2.0,,,,False,,
CAR-T,"Shenzhen Genocury Biotech Co., Ltd.",jy232,1,NCT07336823,2026.04,,1,1.0,,,,False,,
CAR-T,"Shenzhen MagicRNA Biotechnology Co., Ltd",hn2301,2,NCT06801119|NCT07556120,2025.21,,1,1.0,,,,False,,
CAR-T,"Shenzhen MagicRNA Biotechnology Co., Ltd",hn2302,1,NCT07523282,2026.96,,1,1.0,,,,False,,
CAR-T,"Shenzhen Pregene Biopharma Co., Ltd.",target:bcma,1,NCT05652530,2022.88,,1,,,,,False,,
CAR-T,"Sinobioway Cell Therapy Co., Ltd.",unnamed,1,NCT03086954,2017.29,,1,,1.0,2017.29,,False,,
CAR-T,"Sonoma Biotherapeutics, Inc.",sbt777101,1,NCT06361836,2024.79,,1,1.0,,,,True,,
CAR-T,"Sorrento Therapeutics, Inc.",k171355,2,NCT03818165|NCT04037241,2019.54,2021.88,3,,1.0,2019.54,,True,,
CAR-T,"Sorrento Therapeutics, Inc.",target:cd38,1,NCT03464916,2018.79,,1,,1.0,2018.79,,True,,
CAR-T,"Sorrento Therapeutics, Inc.",target:cea,1,NCT03682744,2018.71,,1,,1.0,2018.71,,True,,
CAR-T,"Suzhou Immunofoco Biotechnology Co., Ltd",claudin-18,1,NCT05472857,2022.62,,1,,,,,False,,
CAR-T,"Suzhou Immunofoco Biotechnology Co., Ltd",imc002,1,NCT05946226,2023.71,,1,,,,,False,,
CAR-T,"Suzhou Immunofoco Biotechnology Co., Ltd",unnamed,2,NCT07103668|NCT07644403,2025.62,2025.62,3,3.0,,,,False,,
CAR-T,"Suzhou Maximum Bio-tech Co., Ltd.",mt027,2,NCT06726564|NCT06742593,2024.38,,1,1.0,,,,False,,
CAR-T,Synthekine,syncar-001,2,NCT05665062|NCT06544330,2023.29,,1,1.0,,,,True,,
CAR-T,T-MAXIMUM Pharmaceutical Inc,mt027,1,NCT07386002,2026.46,,2,2.0,,,,True,,
CAR-T,TCRCure Biopharma Ltd.,d101,1,NCT07246304,2025.88,,1,1.0,,,,False,,
CAR-T,TCRCure Biopharma Ltd.,unnamed,2,NCT07108140|NCT07487597,2025.38,,1,1.0,,,,False,,
CAR-T,"TICAROS Co., Ltd.",tc011,2,NCT07360288|NCT07473167,2023.62,,2,2.0,,,,False,,
CAR-T,Takara Bio Inc.,tbi-1501,1,NCT03155191,2017.46,,2,2.0,2.0,2017.46,,False,,
CAR-T,Takeda,tak-007,2,NCT05020015|NCT06377228,2021.88,,2,2.0,,,,True,,
CAR-T,Takeda,tak-981,1,NCT03648372,2018.79,,2,,2.0,2018.79,,True,,
CAR-T,"Tasly Pharmaceutical Group Co., Ltd",p134,1,NCT07318818,2026.04,,2,2.0,,,,False,,
CAR-T,"Tceleron Therapeutics, Inc.",target:psma,1,NCT04227275,2019.88,,1,,1.0,2019.88,,True,,
CAR-T,"Tceleron Therapeutics, Inc.",tmpsma-02,1,NCT05489991,2022.71,,2,,,,,True,,
CAR-T,Tcelltech Inc.,dit309,1,NCT07052383,2025.88,,1,1.0,,,,False,,
CAR-T,Tcelltech Inc.,tx103,2,NCT06482905|NCT07231081,2024.71,,1,1.0,,,,True,,
CAR-T,Tcelltech Inc.,unnamed,1,NCT07485504,2026.29,,1,1.0,,,,False,,
CAR-T,Tessa Therapeutics,target:cd30,3,NCT04268706|NCT04526834|NCT05352828,2021.12,,2,2.0,,,,True,,
CAR-T,"The Pregene (ShenZhen) Biotechnology Company, Ltd.",target:bcma,1,NCT03661554,2018.29,,1,,1.0,2018.29,,False,,
CAR-T,"Tianjin Mycure Medical Technology Co., Ltd",target:cd19,1,NCT03671460,2018.71,,1,,1.0,2018.71,,False,,
CAR-T,Timmune Biotech Inc.,target:cd19,4,NCT03497533|NCT03720496|NCT03790891|NCT03910842,2018.62,,2,,2.0,2018.62,,False,,
CAR-T,Timmune Biotech Inc.,unnamed,1,NCT04191941,2019.71,,1,,1.0,2019.71,,False,,
CAR-T,TriArm Therapeutics (Taiwan) Limited,unnamed,1,NCT07066397,2025.54,,1,1.0,,,,False,,
CAR-T,UTC Therapeutics Inc.,ucl70805f,1,NCT07500805,2026.38,,1,1.0,,,,False,,
CAR-T,UTC Therapeutics Inc.,ucmym802,1,NCT06256055,2024.21,,1,,,,,False,,
CAR-T,UWELL Biopharma,uwc19,1,NCT04296461,2020.54,,1,,,,,False,,
CAR-T,Umoja Biopharma,vv111,1,NCT06528301,2025.21,,1,1.0,,,,True,,
CAR-T,Umoja Biopharma,vv400,1,NCT07735533,2026.62,,2,2.0,,,,False,,
CAR-T,Umoja Biopharma,vv500,1,NCT07735546,2026.79,,1,1.0,,,,False,,
CAR-T,Vitruviae,vtru200,1,NCT07749976,2027.04,,2,2.0,,,,False,,
CAR-T,Vittoria Biotherapeutics,unnamed,1,NCT06420089,2024.79,,1,1.0,,,,True,,
CAR-T,Vor Biopharma,vcar33,1,NCT05984199,2023.96,,2,,,,,True,,
CAR-T,Wondercel Biotech (ShenZhen),uwd-00b,1,NCT06663046,2025.54,,1,,,,,False,,
CAR-T,Wondercel Biotech (ShenZhen),uwd-01,1,NCT06653010,2024.79,,1,,,,,False,,
CAR-T,Wondercel Biotech (ShenZhen),uwd-03,1,NCT06653023,2024.79,,1,,,,,False,,
CAR-T,Wondercel Biotech (ShenZhen),uwd-19,1,NCT06662227,2024.79,,1,,,,,False,,
CAR-T,Wondercel Biotech (ShenZhen),wd-01,1,NCT06675513,2025.38,,1,,,,,False,,
CAR-T,"Wuhan Sian Medical Technology Co., Ltd",unnamed,4,NCT02965092|NCT03366324|NCT03366350|NCT04008251,2015.96,,2,,2.0,2015.96,,False,,
CAR-T,iCell Gene Therapeutics,icg318,2,NCT07544160|NCT07715136,2025.21,,2,2.0,,,,False,,
CAR-T,iCell Gene Therapeutics,target:bcma,1,NCT04156269,2018.62,,1,,1.0,2018.62,,False,,
CAR-T,iCell Gene Therapeutics,target:bcma+cd19,3,NCT04162353|NCT05474885|NCT06787989,2019.54,,1,1.0,1.0,2019.54,,False,,
CAR-T,iCell Gene Therapeutics,target:cd19,1,NCT04156243,2018.12,,1,,1.0,2018.12,,False,,
CAR-T,iCell Gene Therapeutics,target:cd19+cd20,1,NCT04156178,2018.62,,1,,1.0,2018.62,,False,,
CAR-T,iCell Gene Therapeutics,target:cd33,1,NCT05445765,2022.54,,1,,,,,False,,
CAR-T,iCell Gene Therapeutics,target:cd4,1,NCT04162340,2019.54,,1,,1.0,2019.54,,False,,
CAR-T,iCell Gene Therapeutics,target:cd5,1,NCT04594135,2020.96,,1,,,,,False,,
CAR-T,iCell Gene Therapeutics,target:cd7,1,NCT04934774,2020.96,,1,,,,,False,,
CAR-T,iCell Gene Therapeutics,unnamed,3,NCT05212584|NCT07328581|NCT07668557,2022.54,,2,2.0,,,,False,,
CRISPR ex vivo,"Allife Medical Science and Technology Co., Ltd.",unnamed,1,NCT03728322,2019.04,,1,,1.0,2019.04,,False,,
CRISPR ex vivo,Arbor Biotechnologies,abo-101,1,NCT06839235,2025.46,,2,2.0,,,,True,,
CRISPR ex vivo,Be Biopharma,be-101,1,NCT06611436,2024.96,,2,,,,,True,,
CRISPR ex vivo,Bioray Laboratories,brl-101,1,NCT05577312,2022.88,,2,2.0,,,,False,,
CRISPR ex vivo,CRISPR Therapeutics,ctx112,1,NCT06925542,2025.21,,1,1.0,,,,True,,
CRISPR ex vivo,CRISPR Therapeutics,ctx131,1,NCT06492304,2024.62,,2,,,,,True,,
CRISPR ex vivo,CRISPR Therapeutics AG,ctx110,1,NCT04035434,2019.54,,2,,2.0,2019.54,,True,,
CRISPR ex vivo,CRISPR Therapeutics AG,ctx112,2,NCT05643742|NCT07549698,2023.21,,2,2.0,,,,True,,
CRISPR ex vivo,CRISPR Therapeutics AG,ctx120,1,NCT04244656,2020.04,,1,,,,,True,,
CRISPR ex vivo,CRISPR Therapeutics AG,ctx130,1,NCT04438083,2020.46,,1,,,,,True,,
CRISPR ex vivo,CRISPR Therapeutics AG,ctx131,1,NCT05795595,2023.21,,2,,,,,True,,
CRISPR ex vivo,CRISPR Therapeutics AG,vctx210a,1,NCT05210530,2022.04,,1,,,,,False,,
CRISPR ex vivo,CRISPR Therapeutics AG,vctx211,1,NCT05565248,2023.04,,1,,,,,False,,
CRISPR ex vivo,"Caribou Biosciences, Inc.",cb-010,2,NCT04637763|NCT06752876,2021.38,,1,,,,,True,,
CRISPR ex vivo,"Caribou Biosciences, Inc.",cb-011,1,NCT05722418,2023.12,,1,1.0,,,,True,,
CRISPR ex vivo,"Caribou Biosciences, Inc.",cb-012,1,NCT06128044,2024.12,,1,,,,,True,,
CRISPR ex vivo,EdiGene (GuangZhou) Inc.,et-01,1,NCT04925206,2021.62,,1,,,,,False,,
CRISPR ex vivo,"Editas Medicine, Inc.",edit-101,1,NCT03872479,2019.71,,2,,2.0,2019.71,,True,,
CRISPR ex vivo,"Editas Medicine, Inc.",edit-301,1,NCT05444894,2022.29,,2,2.0,,,,True,,
CRISPR ex vivo,Excision BioTherapeutics,ebt-101,2,NCT05143307|NCT05144386,2022.04,,1,1.0,,,,True,,
CRISPR ex vivo,GlaxoSmithKline,gsk3145095,1,NCT03681951,2018.88,,2,,2.0,2018.88,,True,,
CRISPR ex vivo,"HuidaGene Therapeutics Co., Ltd.",hg202,2,NCT06031727|NCT06623279,2023.71,,1,1.0,,,,False,,
CRISPR ex vivo,"HuidaGene Therapeutics Co., Ltd.",hg205,1,NCT06025032,2023.21,,1,,,,,False,,
CRISPR ex vivo,"HuidaGene Therapeutics Co., Ltd.",hg302,1,NCT06594094,2024.88,,1,1.0,,,,False,,
CRISPR ex vivo,Intellia Therapeutics,ntla-2001,3,NCT04601051|NCT06128629|NCT06672237,2020.88,2023.96,3,3.0,,,,True,,
CRISPR ex vivo,Intellia Therapeutics,ntla-5001,1,NCT05066165,2021.96,,2,,,,,True,,
CRISPR ex vivo,"Intima Bioscience, Inc.",unnamed,2,NCT04426669|NCT05566223,2020.38,,2,,,,,True,,
CRISPR ex vivo,Kamau Therapeutics,unnamed,1,NCT04819841,2021.88,,2,2.0,,,,True,,
CRISPR ex vivo,Novartis Pharmaceuticals,otq923,1,NCT04443907,2020.62,,1,,,,,True,,
CRISPR ex vivo,"Shanghai BDgene Co., Ltd.",bd111,1,NCT06474416,2023.71,,1,1.0,,,,False,,
CRISPR ex vivo,"Shanghai BDgene Co., Ltd.",bd114vlp,1,NCT07170254,2025.71,,1,,,,,False,,
CRISPR ex vivo,Vertex Pharmaceuticals Incorporated,approved:casgevy,5,NCT03655678|NCT03745287|NCT05329649|NCT05356195|NCT05477563,2018.71,2018.71,3,3.0,3.0,2018.71,2018.71,True,casgevy,2023-12-08
CRISPR ex vivo,"YolTech Therapeutics Co., Ltd",yolt-203,2,NCT07587021|NCT07776626,2026.62,,2,2.0,,,,True,,
in vivo editing and LNP,Alnylam Pharmaceuticals,ttr02,2,NCT01960348|NCT03997383,2013.88,2013.88,3,,3.0,2013.88,2013.88,True,,
in vivo editing and LNP,Beam Therapeutics Inc.,beam-201,1,NCT05885464,2023.38,,2,2.0,,,,True,,
in vivo editing and LNP,BioNTech SE,bnt165c,1,NCT06069544,2023.88,,2,,,,,True,,
in vivo editing and LNP,BioNTech SE,unnamed,2,NCT04816669|NCT05581641,2021.29,2021.29,3,,,,,True,,
in vivo editing and LNP,"CorrectSequence Therapeutics Co., Ltd",cs-101,4,NCT06024876|NCT06291961|NCT06328764|NCT07489196,2023.62,,2,2.0,,,,False,,
in vivo editing and LNP,"CorrectSequence Therapeutics Co., Ltd",cs-121,2,NCT07176923|NCT07657780,2025.79,,1,1.0,,,,False,,
in vivo editing and LNP,"CorrectSequence Therapeutics Co., Ltd",cs-206,1,NCT06565026,2024.71,,1,1.0,,,,False,,
in vivo editing and LNP,"Epicrispr Biotechnologies, Inc.",epi-321,1,NCT06907875,2025.38,,2,2.0,,,,True,,
in vivo editing and LNP,"Genprex, Inc.",unnamed,3,NCT04486833|NCT05062980|NCT05703971,2021.71,,2,2.0,,,,True,,
in vivo editing and LNP,GlaxoSmithKline,unnamed,1,NCT04758962,2021.12,,1,,,,,True,,
in vivo editing and LNP,"Immunomic Therapeutics, Inc.",iti-5000,1,NCT07652242,2026.46,,1,1.0,,,,True,,
in vivo editing and LNP,InteRNA,unnamed,1,NCT04675996,2020.96,,1,,,,,True,,
in vivo editing and LNP,"IntraAb, Inc.",unnamed,1,NCT07587879,2027.04,,2,2.0,,,,True,,
in vivo editing and LNP,Klothea Bio Inc,akl003,1,NCT07544420,2026.38,,1,1.0,,,,False,,
in vivo editing and LNP,Myeloid Therapeutics,mt-302,1,NCT05969041,2023.62,,1,1.0,,,,False,,
in vivo editing and LNP,Myeloid Therapeutics,mt-304,1,NCT07334119,2025.88,,1,1.0,,,,False,,
in vivo editing and LNP,"Prime Medicine, Inc.",pm359,1,NCT06559176,2024.79,,2,2.0,,,,True,,
in vivo editing and LNP,"Prime Medicine, Inc.",pm577a,1,NCT07748403,2026.71,,2,2.0,,,,True,,
in vivo editing and LNP,Sanofi,unnamed,1,NCT06850051,2025.21,,1,,,,,False,,
in vivo editing and LNP,"Sanofi Pasteur, a Sanofi Company",unnamed,4,NCT05639894|NCT05829356|NCT06237296|NCT06686654,2022.88,,2,2.0,,,,True,,
in vivo editing and LNP,Therorna,ti-0032,1,NCT07413341,2026.04,,1,1.0,,,,False,,
in vivo editing and LNP,"Verve Therapeutics, Inc.",verve-101,1,NCT05398029,2022.54,,1,,,,,True,,
in vivo editing and LNP,"Verve Therapeutics, Inc.",verve-102,1,NCT06164730,2024.29,,1,1.0,,,,True,,
in vivo editing and LNP,"Verve Therapeutics, Inc.",verve-201,1,NCT06451770,2024.79,,1,1.0,,,,True,,
lentiviral ex vivo,AVROBIO,rd-02,1,NCT04145037,2019.38,,2,,2.0,2019.38,,True,,
lentiviral ex vivo,Altheia Science,target:cd34,1,NCT06938334,2025.62,,2,2.0,,,,True,,
lentiviral ex vivo,"Athenex, Inc.",unnamed,1,NCT04878484,2021.62,,1,,,,,False,,
lentiviral ex vivo,Autolus Limited,unnamed,1,NCT03628612,2018.62,,2,2.0,2.0,2018.62,,True,,
lentiviral ex vivo,"CARsgen Therapeutics Co., Ltd.",target:gpc3,1,NCT02876978,2016.21,,1,,1.0,2016.21,,False,,
lentiviral ex vivo,CSL Behring,globing16d,1,NCT04091737,2019.79,,1,,1.0,2019.79,,True,,
lentiviral ex vivo,"Calimmune, Inc.",c46,1,NCT01734850,2013.29,,2,,2.0,2013.29,,True,,
lentiviral ex vivo,"Castle Creek Biosciences, LLC.",fcx-013,1,NCT03740724,2019.96,,2,,2.0,2019.96,,True,,
lentiviral ex vivo,"Expression Therapeutics, LLC",target:cd34+cd68,1,NCT04418414,2024.71,,1,1.0,,,,False,,
lentiviral ex vivo,GeneCure Biotechnologies,unnamed,1,NCT04318379,2021.29,,1,,,,,True,,
lentiviral ex vivo,Genenta Science,unnamed,2,NCT03866109|NCT03875495,2019.21,,2,,2.0,2019.21,,True,,
lentiviral ex vivo,Genetix Biotherapeutics Inc.,approved:lyfgenia,3,NCT01745120|NCT02140554|NCT04293185,2013.62,2020.12,3,3.0,2.0,2013.62,,True,lyfgenia,2023-12-08
lentiviral ex vivo,Genetix Biotherapeutics Inc.,approved:skysona,2,NCT01896102|NCT03852498,2013.62,2013.62,3,,3.0,2013.62,2013.62,True,skysona,2021-07-16
lentiviral ex vivo,"Kanglin Biotechnology (Hangzhou) Co., Ltd.",kl003,1,NCT06280378,2024.29,,2,2.0,,,,False,,
lentiviral ex vivo,"Kite, A Gilead Company",int2104,1,NCT06539338,2024.71,,1,1.0,,,,True,,
lentiviral ex vivo,"Kure Cells, INC",unnamed,1,NCT07713459,2026.62,,2,2.0,,,,False,,
lentiviral ex vivo,Lakefront Biotherapeutics NV,unnamed,1,NCT06652633,2024.71,2024.71,3,3.0,,,,True,,
lentiviral ex vivo,Lantu Biopharma,unnamed,1,NCT06308159,2024.38,,2,2.0,,,,False,,
lentiviral ex vivo,Miltenyi Biomedicine GmbH,target:cd19,1,NCT06347718,2023.54,,2,2.0,,,,True,,
lentiviral ex vivo,Minerva Biotechnologies Corporation,car44,1,NCT04020575,2020.04,,1,1.0,,,,True,,
lentiviral ex vivo,Myrexis Inc.,mpc-4326,1,NCT01026727,2009.88,,2,,2.0,2009.88,,True,,
lentiviral ex vivo,"Nanjing IASO Biotechnology Co., Ltd.",ct103a,2,NCT05066646|NCT05181501,2020.29,,2,1.0,,,,False,,
lentiviral ex vivo,"Nanjing IASO Biotechnology Co., Ltd.",ct120,1,NCT05091541,2021.79,,2,2.0,,,,False,,
lentiviral ex vivo,"Nanjing IASO Biotechnology Co., Ltd.",target:gprc5d,1,NCT05759793,2023.21,,1,1.0,,,,False,,
lentiviral ex vivo,Novartis Pharmaceuticals,unnamed,1,NCT02445222,2015.88,2015.88,3,3.0,3.0,2015.88,2015.88,True,,
lentiviral ex vivo,Orchard Therapeutics,approved:lenmeldy,3,NCT01560182|NCT03392987|NCT04283227,2010.29,2022.04,3,3.0,2.0,2010.29,,True,lenmeldy,2020-12-17
lentiviral ex vivo,Orchard Therapeutics,otl-203,1,NCT06149403,2023.96,2023.96,3,3.0,,,,True,,
lentiviral ex vivo,Orchard Therapeutics,target:cd34+idua,1,NCT03488394,2018.38,,2,2.0,2.0,2018.38,,True,,
lentiviral ex vivo,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",utaa09,1,NCT06092047,2023.79,,1,1.0,,,,False,,
lentiviral ex vivo,Rocket Pharmaceuticals Inc.,approved:kresladi,2,NCT03812263|NCT03825783,2019.29,,2,,2.0,2019.29,,True,kresladi,2026-03-26
lentiviral ex vivo,Rocket Pharmaceuticals Inc.,l102,3,NCT03814408|NCT04069533|NCT04248439,2019.04,,2,2.0,2.0,2019.04,,True,,
lentiviral ex vivo,Rocket Pharmaceuticals Inc.,l301,2,NCT04105166|NCT06422351,2020.54,,2,,,,,True,,
lentiviral ex vivo,Rocket Pharmaceuticals Inc.,l401,1,NCT04525352,2020.88,,1,,,,,True,,
lentiviral ex vivo,SPP Pharmaclon Ltd.,unnamed,1,NCT05065905,2006.04,,2,,2.0,2006.04,,False,,
lentiviral ex vivo,"Shanghai BDgene Co., Ltd.",bd111,1,NCT06474442,2025.29,,2,2.0,,,,False,,
lentiviral ex vivo,"Shanghai BDgene Co., Ltd.",bd211,1,NCT06465550,2024.04,,1,1.0,,,,False,,
lentiviral ex vivo,Shenzhen Hemogen,unnamed,1,NCT06655662,2024.46,,1,1.0,,,,False,,
lentiviral ex vivo,"Suzhou Immunofoco Biotechnology Co., Ltd",imv101,1,NCT07376642,2025.96,,1,1.0,,,,False,,
lentiviral ex vivo,TCRx Therapeutics Co.Ltd,kxv01,3,NCT07196579|NCT07275853|NCT07596693,2025.79,,1,1.0,,,,False,,
lentiviral ex vivo,Theravectys S.A.,hpv-07,1,NCT06319963,2024.62,,2,2.0,,,,True,,
lentiviral ex vivo,Theravectys S.A.,thv01,1,NCT02054286,2012.96,,2,,2.0,2012.96,,True,,
lentiviral ex vivo,Timmune Biotech Inc.,target:tcr,1,NCT03649529,2018.71,,1,,1.0,2018.71,,False,,
lentiviral ex vivo,"USWM CT, LLC",unnamed,1,NCT03391778,2018.29,,1,1.0,1.0,2018.29,,True,,
lentiviral ex vivo,Videja B.V.,unnamed,1,NCT04797260,2021.54,,2,,,,,True,,
