system,product,event_type,event_date,body,outcome,detail,amount,currency,stated_reason_verbatim,source_doc,source_url,fetched_date,status,notes
China,system,policy-statement,2017-12,原国家食品药品监督管理总局 / CDE,stated,《细胞治疗产品研究与评价技术指导原则（试行）》: first Chinese technical guideline treating cell therapy products as drugs (basis for the CAR-T NDA pathway used by Fosun Kite and JW),,,《细胞治疗产品研究与评价技术指导原则（试行）》,"国内外嵌合抗原受体T细胞治疗产品监管体系情况探讨, 健康发展与政策研究 2024;27(5):382-389, table of 30 Chinese CGT regulatory documents 2003-2024 (entry 6, 2017年12月)",https://hdpr.shdrc.org/CN/figure/567,2026-09-06,verified-from-source,"Secondary source read; the original CFDA notice (通告2017年第216号, December 2017) could not be fetched because nmpa.gov.cn returned HTTP 412 and no Wayback snapshot exists. Legend 20-F adds the earlier 2003 Technical Guidelines for Research on Human Cell Therapy and Quality Control of Preparations (2003-03-20)."
China,system,policy-statement,2021-12-17,CDE (通告2021年第49号),stated,《基因治疗产品非临床研究与评价技术指导原则（试行）》 and 《基因修饰细胞治疗产品非临床研究技术指导原则（试行）》 issued; a companion 《基因治疗产品长期随访临床研究技术指导原则（试行）》 issued 2021-12-01,,,为规范国内基因治疗产品非临床研究与评价，引导行业健康发展，提高企业研发效率，在国家药品监督管理局的部署下，药审中心组织制定了《基因治疗产品非临床研究与评价技术指导原则(试行)》(见附件1)、《基因修饰细胞治疗产品非临床研究技术指导原则(试行)》(见附件2)。,"国家药监局药审中心关于发布…的通告（2021年第49号）, mirrored by 中国食品药品国际交流中心 (ccfdie.org)",https://www.ccfdie.org/cn/yjxx/yphzp/webinfo/2021/12/1640589635315009.htm,2026-09-06,verified-from-source,"Gloss: CDE issues non-clinical guidelines for gene therapy and gene-modified cell therapy products. Long-term follow-up guideline date from 摩熵医药 2021-12-06 (https://www.pharnexcloud.com/zixun/zc_3964, provisional)."
China,system,policy-statement,2022,CDE / NMPA,stated,"Three further CGT guidelines issued between April 2022 and 2023: GMP guideline for cell therapy products, CMC guideline for immune cell therapy products, CMC guideline for in vitro gene-modification vectors",,,"From April 2022 to 2023, the Center for Food and Drug Inspection of the National Medical Products Administration (NMPA) has issued three new guidelines, “the guideline for good manufacturing practice of cell therapy products,” “the guideline for pharmaceutical research and evaluation of immune cell therapy products,” and “the guideline for pharmaceutical research and evaluation on in vitro genetic modification vectors.","Report from the 6th Asia Partnership Conference of Regenerative Medicine, April 20, 2023 (PMC11550569)",https://pmc.ncbi.nlm.nih.gov/articles/PMC11550569/,2026-09-06,verified-from-source,"Chinese titles: 《细胞治疗产品生产质量管理指南（试行）》, 《免疫细胞治疗产品药学研究与评价技术指导原则（试行）》, 《体外基因修饰系统药学研究与评价技术指导原则（试行）》; trade sources date the two CMC guidelines (with 《体内基因治疗产品药学研究与评价技术指导原则（试行）》) to 2022-05-26, not verified from CDE."
China,system,policy-statement,2023-12-28,CDE (通告2023年第60号),stated,"《细胞和基因治疗产品临床相关沟通交流技术指导原则》 issued, effective on publication",,,为指导和规范细胞和基因治疗产品临床研发过程中沟通交流的资料准备和临床研发要素考虑等工作，以提高沟通交流效率，促进细胞和基因治疗产品的临床研发，药审中心组织制定了《细胞和基因治疗产品临床相关沟通交流技术指导原则》（见附件）。,"国家药监局药审中心关于发布《细胞和基因治疗产品临床相关沟通交流技术指导原则》的通告（2023年第60号）, 发布日期 20231229, signed 2023年12月28日",https://www.cde.org.cn/main/news/viewInfoCommon/29a3f634b5ece698d65c372c28ea5fe6,2026-09-06,verified-from-source,Read from a saved copy of the CDE page (pharmwyp.com PDF); CDE site itself returns a JavaScript challenge. Gloss: guideline on clinical-stage communication meetings for CGT products.
China,system,policy-statement,2024-11,NMPA / CDE,stated,《细胞治疗产品临床药理学研究技术指导原则（试行）》 issued; 2023 also saw 《自体CAR-T细胞治疗产品药学变更研究的问题与解答》,,,国家药监局于2024年11月印发《细胞治疗产品临床药理学研究技术指导原则（试行）》，进一步规范细胞治疗产品临床前研究。,"上海复星医药（集团）股份有限公司2024年年度报告摘要, 上海证券报 2025-03-26 (industry-policy section)",https://paper.cnstock.com/html/2025-03/26/content_2040400.htm,2026-09-06,verified-from-source,"Gloss: NMPA issued the clinical-pharmacology guideline for cell therapy products in November 2024. A 2024-01 AAV in vivo gene therapy CMC guideline for IND (《重组腺相关病毒载体类体内基因治疗产品临床试验申请药学研究与评价技术指导原则》) is reported by trade sources only (provisional, not rowed)."
China,system,policy-statement,2018-03,NMPA (CTA regime for CAR-T),stated,Dual-track: hospital investigator-initiated trials under NHC oversight as medical technology versus NMPA registrational CTAs; Legend's CARTIFAN-1 CTA approved March 2018; Fosun Kite's FKC876 IND approved August 2018 (批件号2018L02991),,,"Following consultation, and subject to oversight by scientific advisory boards and ethical committees, clinicians in China can initiate clinical testing for experimental cell therapies at their hospitals without the requirement for clearance of a formal IND application by the NMPA as part of the NMPA’s encouragement of innovation.",Legend Biotech Form 20-F for fiscal 2025,https://www.sec.gov/Archives/edgar/data/1801198/000180119826000008/legn-20251231.htm,2026-09-06,verified-from-source,"Fosun Kite IND date from 21jingji 2021-06-23 (2018年8月，CDE正式批准了复星凯特的IND申请（批件号2018L02991）). Legend: We obtained approval to conduct confirmatory clinical trial, CARTIFAN-1, through multiple centers in China in March 2018."
China,CAR-T class,pipeline-count,2020-06-30,ClinicalTrials.gov and ChiCTR counts (Wei et al. review),stated,"357 CAR-T trials registered in China on ClinicalTrials.gov as of 30 June 2020, plus about 150 further trials on ChiCTR; China overtook the US in registered CAR-T trials in September 2017",357,trials,"According to the data from the clinicaltrials.gov website, China became the country with the most registered CAR T trials in September 2017. As of June 30, 2020, the number of registered CAR T trials in China has reached 357. In addition, as many as 150 other CAR T trials have been registered on ChiCTR.",Wei J et al. Clinical development of CAR T cell therapy in China: 2020 update. Cell Mol Immunol 2021;18:792-804 (PMID 32999455),https://pubmed.ncbi.nlm.nih.gov/32999455/,2026-09-06,verified-from-source,Abstract read via PubMed E-utilities.
China,CAR-T class,pipeline-count,2022,ClinicalTrials.gov Boolean search (Gale review),stated,China vs US registered CAR-T studies: leukaemia 188 vs 99; lymphoma 234 vs 159; plasma cell myeloma 64 vs 55 (search date not stated),234,trials (lymphoma),234 studies in China versus 159 in the United States,"Gale RP. Chimeric antigen receptor-T-cell therapy: China leading the way. Blood Science, July 2022 (PMC9742101)",https://pmc.ncbi.nlm.nih.gov/articles/PMC9742101/,2026-09-06,verified-from-source,Counts for leukaemia (188 vs 99) and myeloma (64 vs 55) in the same article; no count date given.
China,CAR-T class,pipeline-count,2021-06,Chinese trade press count,stated,36 CAR-T therapies in clinical stage in China at the time of the first approval,36,products,在国内，进入临床阶段的CAR-T疗法多达36款,21财经 2021-06-23,https://m.21jingji.com/article/20210623/herald/8b7be2e20b406e56a7413987a8a0f132.html,2026-09-06,provisional-from-snippet,Gloss: as many as 36 CAR-T therapies had entered clinical stage in China.
China,CAR-T class,pipeline-count,2024-05,ClinicalTrials.gov (paediatric/AYA subset),stated,"Of 77 CAR-T trials exclusively in paediatric, adolescent and young adult oncology registered up to May 2024, 30% originated from China and 45% from the USA",,,We found that 45 % of these trials originated from the USA and 30 % from China.,Martínez-Gamboa DA et al. Crit Rev Oncol Hematol 2025;209:104648 (PMID 39900318),https://pubmed.ncbi.nlm.nih.gov/39900318/,2026-09-06,verified-from-source,Subset count only; useful as a 2024 share indicator.
