"system","product","event_type","event_date","body","outcome","detail","amount","currency","stated_reason_verbatim","source_doc","source_url","fetched_date","status","notes"
"Singapore","Itvisma","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Kebilidi / Upstaza","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Kresladi","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Lantidra","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Lenmeldy / Libmeldy","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Lyfgenia","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Omisirge","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Otarmeni","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Papzimeos","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Roctavian","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Ryoncil","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Skysona","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Tecartus","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Tecelra","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Tregzi","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Tudriqev","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Vyjuvek","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Waskyra","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Zevaskyn","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Zynteglo","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Provenge","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Glybera","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Strimvelis","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Zalmoxis","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Alofisel","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
"Singapore","Ebvallo","not-found","","HSA / MOH / ACE","not-found","No Singapore record found: not on MOH CTGTP List (as of 1 Aug 2025), no ACE technology guidance (ACE sitemap grep for CGT names), no MediShield Life CTGTP entry, no HSA announcement, not among the five Class 2 CTGTPs reported approved as of April 2024, and no hospital or parliamentary mention located.","","","","MOH CTGTP List; ACE sitemap; HSA sitemap and announcements; Regen Ther 2025 (PMC12019077)","https://www.moh.gov.sg/managing-expenses/schemes-and-subsidies/cell-tissue-and-gene-therapy/product-list-cell-tissue-gene/","2026-09-06","not-found","HSA's public CTGTP register is the 'Cell, Tissue and Gene Therapy Products (CTGTP) Database' at https://share.hsa.gov.sg/mop/approvedproducts (Notified Class 1 and Registered Class 2 CTGTP Search); it is a client-side Svelte app whose data endpoint could not be reached with curl/WebFetch (page shell only), so HSA listing dates could not be read directly."
