endpoint,system,months,cif_funded,cif_competing,km_funded_competing_censored,n_at_risk_after
routine,England,67,0.4024,0.4535,0.5643,2
routine,England,68,0.4024,0.4535,0.5643,2
routine,England,69,0.4744,0.4535,0.7821,0
routine,England,70,0.4744,0.4535,0.7821,0
routine,England,71,0.4744,0.4535,0.7821,0
routine,England,72,0.4744,0.4535,0.7821,0
routine,England,73,0.4744,0.4535,0.7821,0
routine,England,74,0.4744,0.4535,0.7821,0
routine,England,75,0.4744,0.4535,0.7821,0
routine,England,76,0.4744,0.4535,0.7821,0
routine,England,77,0.4744,0.4535,0.7821,0
routine,England,78,0.4744,0.4535,0.7821,0
routine,England,79,0.4744,0.4535,0.7821,0
routine,England,80,0.4744,0.4535,0.7821,0
routine,England,81,0.4744,0.4535,0.7821,0
routine,England,82,0.4744,0.4535,0.7821,0
routine,England,83,0.4744,0.4535,0.7821,0
routine,England,84,0.4744,0.4535,0.7821,0
routine,England,85,0.4744,0.4535,0.7821,0
routine,England,86,0.4744,0.4535,0.7821,0
routine,England,87,0.4744,0.4535,0.7821,0
routine,England,88,0.4744,0.4535,0.7821,0
routine,England,89,0.4744,0.4535,0.7821,0
routine,England,90,0.4744,0.4535,0.7821,0
routine,England,91,0.4744,0.4535,0.7821,0
routine,England,92,0.4744,0.4535,0.7821,0
routine,England,93,0.4744,0.4535,0.7821,0
routine,England,94,0.4744,0.4535,0.7821,0
routine,England,95,0.4744,0.4535,0.7821,0
routine,England,96,0.4744,0.4535,0.7821,0
routine,England,97,0.4744,0.4535,0.7821,0
routine,England,98,0.4744,0.4535,0.7821,0
routine,England,99,0.4744,0.4535,0.7821,0
routine,England,100,0.4744,0.4535,0.7821,0
routine,England,101,0.4744,0.4535,0.7821,0
routine,England,102,0.4744,0.4535,0.7821,0
routine,England,103,0.4744,0.4535,0.7821,0
routine,England,104,0.4744,0.4535,0.7821,0
routine,England,105,0.4744,0.4535,0.7821,0
routine,England,106,0.4744,0.4535,0.7821,0
routine,England,107,0.4744,0.4535,0.7821,0
routine,England,108,0.4744,0.4535,0.7821,0
routine,England,109,0.4744,0.4535,0.7821,0
routine,England,110,0.4744,0.4535,0.7821,0
routine,England,111,0.4744,0.4535,0.7821,0
routine,England,112,0.4744,0.4535,0.7821,0
routine,England,113,0.4744,0.4535,0.7821,0
routine,England,114,0.4744,0.4535,0.7821,0
routine,England,115,0.4744,0.4535,0.7821,0
routine,England,116,0.4744,0.4535,0.7821,0
routine,England,117,0.4744,0.4535,0.7821,0
routine,England,118,0.4744,0.4535,0.7821,0
routine,England,119,0.4744,0.4535,0.7821,0
routine,England,120,0.4744,0.4535,0.7821,0
routine,France,0,0.0,0.0,0.0,28
routine,France,1,0.0,0.0,0.0,28
routine,France,2,0.0,0.0,0.0,28
routine,France,3,0.0,0.0,0.0,27
routine,France,4,0.0,0.0,0.0,26
routine,France,5,0.0,0.0769,0.0,24
routine,France,6,0.0,0.0769,0.0,24
routine,France,7,0.0,0.1538,0.0,22
routine,France,8,0.0,0.1538,0.0,21
routine,France,9,0.0,0.1538,0.0,21
routine,France,10,0.0403,0.2344,0.0476,18
routine,France,11,0.0806,0.2747,0.1005,16
routine,France,12,0.0806,0.2747,0.1005,16
routine,France,13,0.0806,0.2747,0.1005,16
routine,France,14,0.0806,0.2747,0.1005,15
routine,France,15,0.0806,0.2747,0.1005,15
routine,France,16,0.1236,0.2747,0.1605,14
routine,France,17,0.1236,0.2747,0.1605,13
routine,France,18,0.1236,0.2747,0.1605,13
routine,France,19,0.1236,0.2747,0.1605,13
routine,France,20,0.1699,0.321,0.2251,11
routine,France,21,0.1699,0.321,0.2251,11
routine,France,22,0.1699,0.321,0.2251,11
routine,France,23,0.1699,0.321,0.2251,11
routine,France,24,0.1699,0.321,0.2251,11
routine,France,25,0.1699,0.321,0.2251,11
routine,France,26,0.1699,0.321,0.2251,11
routine,France,27,0.1699,0.321,0.2251,11
routine,France,28,0.2161,0.321,0.2955,10
routine,France,29,0.2161,0.321,0.2955,10
routine,France,30,0.2624,0.321,0.366,9
routine,France,31,0.2624,0.321,0.366,9
routine,France,32,0.2624,0.321,0.366,9
routine,France,33,0.3087,0.321,0.4364,8
routine,France,34,0.3087,0.321,0.4364,8
routine,France,35,0.3087,0.321,0.4364,8
routine,France,36,0.3087,0.321,0.4364,8
routine,France,37,0.3087,0.3673,0.4364,7
routine,France,38,0.3087,0.4136,0.4364,6
routine,France,39,0.355,0.4136,0.5303,5
routine,France,40,0.355,0.4136,0.5303,5
routine,France,41,0.355,0.4136,0.5303,5
routine,France,42,0.355,0.4136,0.5303,5
routine,France,43,0.355,0.4136,0.5303,5
routine,France,44,0.355,0.4136,0.5303,5
routine,France,45,0.355,0.4136,0.5303,5
routine,France,46,0.355,0.4136,0.5303,5
routine,France,47,0.355,0.4136,0.5303,5
routine,France,48,0.355,0.4136,0.5303,5
routine,France,49,0.355,0.4136,0.5303,4
routine,France,50,0.355,0.4136,0.5303,3
routine,France,51,0.355,0.4136,0.5303,3
routine,France,52,0.355,0.4136,0.5303,2
routine,France,53,0.355,0.4136,0.5303,2
routine,France,54,0.355,0.4136,0.5303,2
routine,France,55,0.355,0.4136,0.5303,2
routine,France,56,0.355,0.4136,0.5303,2
routine,France,57,0.355,0.4136,0.5303,2
routine,France,58,0.355,0.4136,0.5303,2
routine,France,59,0.355,0.4136,0.5303,2
routine,France,60,0.355,0.4136,0.5303,2
routine,France,61,0.355,0.4136,0.5303,2
routine,France,62,0.355,0.4136,0.5303,2
routine,France,63,0.355,0.4136,0.5303,2
routine,France,64,0.355,0.4136,0.5303,2
routine,France,65,0.355,0.4136,0.5303,2
routine,France,66,0.355,0.4136,0.5303,2
routine,France,67,0.355,0.4136,0.5303,2
routine,France,68,0.355,0.4136,0.5303,2
routine,France,69,0.355,0.4136,0.5303,2
routine,France,70,0.355,0.4136,0.5303,2
routine,France,71,0.355,0.4136,0.5303,2
routine,France,72,0.355,0.4136,0.5303,2
routine,France,73,0.355,0.4136,0.5303,2
routine,France,74,0.355,0.4136,0.5303,2
routine,France,75,0.355,0.4136,0.5303,2
routine,France,76,0.355,0.4136,0.5303,2
routine,France,77,0.355,0.4136,0.5303,2
routine,France,78,0.355,0.4136,0.5303,2
routine,France,79,0.355,0.4136,0.5303,2
routine,France,80,0.355,0.4136,0.5303,2
routine,France,81,0.355,0.4136,0.5303,2
routine,France,82,0.355,0.4136,0.5303,2
routine,France,83,0.355,0.4136,0.5303,2
routine,France,84,0.355,0.4136,0.5303,2
routine,France,85,0.355,0.4136,0.5303,2
routine,France,86,0.355,0.4136,0.5303,2
routine,France,87,0.355,0.4136,0.5303,2
routine,France,88,0.355,0.4136,0.5303,2
routine,France,89,0.355,0.4136,0.5303,2
routine,France,90,0.355,0.4136,0.5303,2
routine,France,91,0.355,0.4136,0.5303,2
routine,France,92,0.355,0.4136,0.5303,2
routine,France,93,0.355,0.4136,0.5303,2
routine,France,94,0.355,0.4136,0.5303,2
routine,France,95,0.355,0.4136,0.5303,2
routine,France,96,0.355,0.4136,0.5303,2
routine,France,97,0.355,0.4136,0.5303,2
routine,France,98,0.355,0.4136,0.5303,2
routine,France,99,0.355,0.4136,0.5303,2
routine,France,100,0.355,0.4136,0.5303,2
routine,France,101,0.355,0.4136,0.5303,2
routine,France,102,0.355,0.4136,0.5303,2
routine,France,103,0.355,0.4136,0.5303,2
routine,France,104,0.355,0.4136,0.5303,2
routine,France,105,0.355,0.4136,0.5303,2
routine,France,106,0.355,0.4136,0.5303,2
routine,France,107,0.355,0.4136,0.5303,2
routine,France,108,0.355,0.4136,0.5303,2
routine,France,109,0.355,0.4136,0.5303,2
routine,France,110,0.355,0.4136,0.5303,2
routine,France,111,0.355,0.4136,0.5303,2
routine,France,112,0.355,0.4136,0.5303,2
routine,France,113,0.355,0.4136,0.5303,2
routine,France,114,0.355,0.4136,0.5303,2
routine,France,115,0.355,0.4136,0.5303,2
routine,France,116,0.355,0.4136,0.5303,2
routine,France,117,0.355,0.4136,0.5303,2
routine,France,118,0.355,0.4136,0.5303,2
routine,France,119,0.355,0.4136,0.5303,2
routine,France,120,0.355,0.4136,0.5303,2
routine,Germany,0,0.0,0.0,0.0,28
routine,Germany,1,0.0,0.0,0.0,28
routine,Germany,2,0.0,0.0,0.0,28
routine,Germany,3,0.037,0.0,0.037,26
routine,Germany,4,0.037,0.0,0.037,25
routine,Germany,5,0.037,0.0385,0.037,24
routine,Germany,6,0.0756,0.0385,0.0772,23
routine,Germany,7,0.1526,0.0385,0.1574,21
routine,Germany,8,0.2317,0.0385,0.2398,18
routine,Germany,9,0.3127,0.0385,0.3242,16
routine,Germany,10,0.4344,0.0791,0.457,12
routine,Germany,11,0.5155,0.0791,0.5475,10
routine,Germany,12,0.556,0.1196,0.5927,8
routine,Germany,13,0.556,0.1196,0.5927,8
routine,Germany,14,0.556,0.1196,0.5927,7
routine,Germany,15,0.6024,0.1196,0.6509,6
routine,Germany,16,0.6024,0.1196,0.6509,6
routine,Germany,17,0.6487,0.1196,0.7091,5
routine,Germany,18,0.6487,0.1196,0.7091,5
routine,Germany,19,0.695,0.1196,0.7673,4
routine,Germany,20,0.7414,0.1196,0.8255,3
routine,Germany,21,0.7414,0.1196,0.8255,3
routine,Germany,22,0.7414,0.1196,0.8255,3
routine,Germany,23,0.7877,0.1196,0.8836,2
routine,Germany,24,0.7877,0.1196,0.8836,2
routine,Germany,25,0.7877,0.1196,0.8836,2
routine,Germany,26,0.7877,0.1196,0.8836,2
routine,Germany,27,0.7877,0.1196,0.8836,2
routine,Germany,28,0.7877,0.1196,0.8836,2
routine,Germany,29,0.7877,0.1196,0.8836,2
routine,Germany,30,0.7877,0.1196,0.8836,2
routine,Germany,31,0.8341,0.1196,0.9418,1
routine,Germany,32,0.8341,0.1196,0.9418,1
routine,Germany,33,0.8341,0.1196,0.9418,1
routine,Germany,34,0.8341,0.1196,0.9418,1
routine,Germany,35,0.8341,0.1196,0.9418,1
routine,Germany,36,0.8341,0.1196,0.9418,1
routine,Germany,37,0.8341,0.1196,0.9418,1
routine,Germany,38,0.8341,0.1196,0.9418,1
routine,Germany,39,0.8341,0.1196,0.9418,1
routine,Germany,40,0.8341,0.1196,0.9418,1
routine,Germany,41,0.8341,0.1196,0.9418,1
routine,Germany,42,0.8341,0.1196,0.9418,1
routine,Germany,43,0.8341,0.1196,0.9418,1
routine,Germany,44,0.8341,0.1196,0.9418,1
routine,Germany,45,0.8341,0.1196,0.9418,1
routine,Germany,46,0.8341,0.1196,0.9418,1
routine,Germany,47,0.8341,0.1196,0.9418,1
routine,Germany,48,0.8341,0.1196,0.9418,1
routine,Germany,49,0.8341,0.1196,0.9418,1
routine,Germany,50,0.8341,0.1196,0.9418,1
routine,Germany,51,0.8341,0.1196,0.9418,1
routine,Germany,52,0.8341,0.1196,0.9418,1
routine,Germany,53,0.8341,0.1196,0.9418,1
routine,Germany,54,0.8341,0.1196,0.9418,1
routine,Germany,55,0.8341,0.1196,0.9418,1
routine,Germany,56,0.8341,0.1196,0.9418,1
routine,Germany,57,0.8341,0.1196,0.9418,1
routine,Germany,58,0.8341,0.1196,0.9418,1
routine,Germany,59,0.8341,0.1196,0.9418,1
routine,Germany,60,0.8341,0.1196,0.9418,1
routine,Germany,61,0.8341,0.1196,0.9418,1
routine,Germany,62,0.8341,0.1196,0.9418,1
routine,Germany,63,0.8341,0.1196,0.9418,1
routine,Germany,64,0.8341,0.1196,0.9418,1
routine,Germany,65,0.8341,0.1196,0.9418,1
routine,Germany,66,0.8341,0.1196,0.9418,1
routine,Germany,67,0.8341,0.1196,0.9418,1
routine,Germany,68,0.8341,0.1196,0.9418,1
routine,Germany,69,0.8341,0.1196,0.9418,1
routine,Germany,70,0.8341,0.1196,0.9418,1
routine,Germany,71,0.8341,0.1196,0.9418,1
routine,Germany,72,0.8341,0.1196,0.9418,1
routine,Germany,73,0.8341,0.1196,0.9418,1
routine,Germany,74,0.8341,0.1196,0.9418,1
routine,Germany,75,0.8341,0.1196,0.9418,1
routine,Germany,76,0.8341,0.1196,0.9418,1
routine,Germany,77,0.8341,0.1196,0.9418,1
routine,Germany,78,0.8341,0.1196,0.9418,1
routine,Germany,79,0.8341,0.1196,0.9418,1
routine,Germany,80,0.8341,0.1196,0.9418,1
routine,Germany,81,0.8341,0.1196,0.9418,1
routine,Germany,82,0.8341,0.1196,0.9418,1
routine,Germany,83,0.8341,0.1196,0.9418,1
routine,Germany,84,0.8341,0.1196,0.9418,1
routine,Germany,85,0.8341,0.1196,0.9418,1
routine,Germany,86,0.8341,0.1196,0.9418,1
routine,Germany,87,0.8341,0.1196,0.9418,1
routine,Germany,88,0.8341,0.1196,0.9418,1
routine,Germany,89,0.8341,0.1196,0.9418,1
routine,Germany,90,0.8341,0.1196,0.9418,1
routine,Germany,91,0.8341,0.1196,0.9418,1
routine,Germany,92,0.8341,0.1196,0.9418,1
routine,Germany,93,0.8341,0.1196,0.9418,1
routine,Germany,94,0.8341,0.1196,0.9418,1
routine,Germany,95,0.8341,0.1196,0.9418,1
routine,Germany,96,0.8341,0.1196,0.9418,1
routine,Germany,97,0.8341,0.1196,0.9418,1
routine,Germany,98,0.8341,0.1196,0.9418,1
routine,Germany,99,0.8341,0.1196,0.9418,1
routine,Germany,100,0.8341,0.1196,0.9418,1
routine,Germany,101,0.8341,0.1196,0.9418,1
routine,Germany,102,0.8341,0.1196,0.9418,1
routine,Germany,103,0.8341,0.1196,0.9418,1
routine,Germany,104,0.8341,0.1196,0.9418,1
routine,Germany,105,0.8341,0.1196,0.9418,1
routine,Germany,106,0.8341,0.1196,0.9418,1
routine,Germany,107,0.8341,0.1196,0.9418,1
routine,Germany,108,0.8341,0.1196,0.9418,1
routine,Germany,109,0.8341,0.1196,0.9418,1
routine,Germany,110,0.8341,0.1196,0.9418,1
routine,Germany,111,0.8341,0.1196,0.9418,1
routine,Germany,112,0.8341,0.1196,0.9418,1
routine,Germany,113,0.8341,0.1196,0.9418,1
routine,Germany,114,0.8341,0.1196,0.9418,1
routine,Germany,115,0.8341,0.1196,0.9418,1
routine,Germany,116,0.8341,0.1196,0.9418,1
routine,Germany,117,0.8341,0.1196,0.9418,1
routine,Germany,118,0.8341,0.1196,0.9418,1
routine,Germany,119,0.8341,0.1196,0.9418,1
routine,Germany,120,0.8341,0.1196,0.9418,1
routine,Italy,0,0.0,0.0,0.0,28
routine,Italy,1,0.0,0.0,0.0,28
routine,Italy,2,0.0,0.0,0.0,28
routine,Italy,3,0.0357,0.0,0.0357,26
routine,Italy,4,0.0357,0.0,0.0357,25
routine,Italy,5,0.0357,0.0386,0.0357,24
routine,Italy,6,0.0357,0.0386,0.0357,24
routine,Italy,7,0.0357,0.0771,0.0357,23
routine,Italy,8,0.0357,0.0771,0.0357,22
routine,Italy,9,0.0357,0.0771,0.0357,22
routine,Italy,10,0.076,0.1175,0.0816,20
routine,Italy,11,0.076,0.1175,0.0816,20
routine,Italy,12,0.1164,0.1175,0.1276,19
routine,Italy,13,0.1164,0.1175,0.1276,19
routine,Italy,14,0.1164,0.1175,0.1276,18
routine,Italy,15,0.2015,0.1175,0.2245,16
routine,Italy,16,0.2441,0.1175,0.273,15
routine,Italy,17,0.3353,0.1175,0.3768,12
routine,Italy,18,0.3809,0.1175,0.4288,11
routine,Italy,19,0.3809,0.1175,0.4288,11
routine,Italy,20,0.4265,0.1631,0.4807,9
routine,Italy,21,0.4265,0.1631,0.4807,9
routine,Italy,22,0.4265,0.1631,0.4807,9
routine,Italy,23,0.4721,0.1631,0.5384,8
routine,Italy,24,0.4721,0.1631,0.5384,8
routine,Italy,25,0.4721,0.1631,0.5384,8
routine,Italy,26,0.5177,0.1631,0.5961,7
routine,Italy,27,0.5633,0.1631,0.6538,6
routine,Italy,28,0.5633,0.1631,0.6538,6
routine,Italy,29,0.5633,0.1631,0.6538,6
routine,Italy,30,0.6089,0.1631,0.7115,5
routine,Italy,31,0.6545,0.1631,0.7692,4
routine,Italy,32,0.6545,0.1631,0.7692,4
routine,Italy,33,0.6545,0.1631,0.7692,4
routine,Italy,34,0.6545,0.2087,0.7692,3
routine,Italy,35,0.6545,0.2087,0.7692,3
routine,Italy,36,0.6545,0.2087,0.7692,3
routine,Italy,37,0.6545,0.2087,0.7692,3
routine,Italy,38,0.6545,0.2087,0.7692,3
routine,Italy,39,0.6545,0.2087,0.7692,3
routine,Italy,40,0.6545,0.2087,0.7692,3
routine,Italy,41,0.6545,0.2087,0.7692,3
routine,Italy,42,0.6545,0.2087,0.7692,3
routine,Italy,43,0.6545,0.2087,0.7692,3
routine,Italy,44,0.6545,0.2087,0.7692,3
routine,Italy,45,0.6545,0.2087,0.7692,3
routine,Italy,46,0.6545,0.2087,0.7692,3
routine,Italy,47,0.7001,0.2087,0.8461,2
routine,Italy,48,0.7001,0.2087,0.8461,2
routine,Italy,49,0.7001,0.2087,0.8461,2
routine,Italy,50,0.7001,0.2087,0.8461,2
routine,Italy,51,0.7001,0.2087,0.8461,2
routine,Italy,52,0.7001,0.2087,0.8461,2
routine,Italy,53,0.7001,0.2087,0.8461,2
routine,Italy,54,0.7001,0.2087,0.8461,2
routine,Italy,55,0.7001,0.2087,0.8461,2
routine,Italy,56,0.7001,0.2087,0.8461,2
routine,Italy,57,0.7001,0.2087,0.8461,2
routine,Italy,58,0.7001,0.2087,0.8461,2
routine,Italy,59,0.7001,0.2087,0.8461,2
routine,Italy,60,0.7001,0.2087,0.8461,2
routine,Italy,61,0.7001,0.2543,0.8461,1
routine,Italy,62,0.7001,0.2543,0.8461,1
routine,Italy,63,0.7001,0.2543,0.8461,1
routine,Italy,64,0.7001,0.2543,0.8461,1
routine,Italy,65,0.7001,0.2543,0.8461,1
routine,Italy,66,0.7001,0.2543,0.8461,1
routine,Italy,67,0.7001,0.2543,0.8461,1
routine,Italy,68,0.7001,0.2543,0.8461,1
routine,Italy,69,0.7001,0.2543,0.8461,1
routine,Italy,70,0.7001,0.2543,0.8461,1
routine,Italy,71,0.7001,0.2543,0.8461,1
routine,Italy,72,0.7001,0.2543,0.8461,1
routine,Italy,73,0.7001,0.2543,0.8461,1
routine,Italy,74,0.7001,0.2543,0.8461,1
routine,Italy,75,0.7001,0.2543,0.8461,1
routine,Italy,76,0.7001,0.2543,0.8461,1
routine,Italy,77,0.7001,0.2543,0.8461,1
routine,Italy,78,0.7001,0.2543,0.8461,1
routine,Italy,79,0.7001,0.2543,0.8461,1
routine,Italy,80,0.7001,0.2543,0.8461,1
routine,Italy,81,0.7001,0.2543,0.8461,1
routine,Italy,82,0.7001,0.2543,0.8461,1
routine,Italy,83,0.7001,0.2543,0.8461,1
routine,Italy,84,0.7001,0.2543,0.8461,1
routine,Italy,85,0.7001,0.2543,0.8461,1
routine,Italy,86,0.7001,0.2543,0.8461,1
routine,Italy,87,0.7001,0.2543,0.8461,1
routine,Italy,88,0.7001,0.2543,0.8461,1
routine,Italy,89,0.7001,0.2543,0.8461,1
routine,Italy,90,0.7001,0.2543,0.8461,1
routine,Italy,91,0.7001,0.2543,0.8461,1
routine,Italy,92,0.7001,0.2543,0.8461,1
routine,Italy,93,0.7001,0.2543,0.8461,1
routine,Italy,94,0.7001,0.2543,0.8461,1
routine,Italy,95,0.7001,0.2543,0.8461,1
routine,Italy,96,0.7001,0.2543,0.8461,1
routine,Italy,97,0.7001,0.2543,0.8461,1
routine,Italy,98,0.7001,0.2543,0.8461,1
routine,Italy,99,0.7001,0.2543,0.8461,1
routine,Italy,100,0.7001,0.2543,0.8461,1
routine,Italy,101,0.7001,0.2543,0.8461,1
routine,Italy,102,0.7001,0.2543,0.8461,1
routine,Italy,103,0.7001,0.2543,0.8461,1
routine,Italy,104,0.7001,0.2543,0.8461,1
routine,Italy,105,0.7001,0.2543,0.8461,1
routine,Italy,106,0.7001,0.2543,0.8461,1
routine,Italy,107,0.7001,0.2543,0.8461,1
routine,Italy,108,0.7001,0.2543,0.8461,1
routine,Italy,109,0.7001,0.2543,0.8461,1
routine,Italy,110,0.7001,0.2543,0.8461,1
routine,Italy,111,0.7001,0.2543,0.8461,1
routine,Italy,112,0.7001,0.2543,0.8461,1
routine,Italy,113,0.7001,0.2543,0.8461,1
routine,Italy,114,0.7001,0.2543,0.8461,1
routine,Italy,115,0.7001,0.2543,0.8461,1
routine,Italy,116,0.7001,0.2543,0.8461,1
routine,Italy,117,0.7001,0.2543,0.8461,1
routine,Italy,118,0.7001,0.2543,0.8461,1
routine,Italy,119,0.7001,0.2543,0.8461,1
routine,Italy,120,0.7001,0.2543,0.8461,1
routine,United States,0,0.037,0.0,0.037,26
routine,United States,1,0.037,0.0,0.037,25
routine,United States,2,0.1141,0.0,0.1141,23
routine,United States,3,0.2296,0.0,0.2296,20
routine,United States,4,0.4222,0.0,0.4222,15
routine,United States,5,0.6533,0.0,0.6533,9
routine,United States,6,0.6967,0.0,0.6967,7
routine,United States,7,0.7833,0.0,0.7833,5
routine,United States,8,0.7833,0.0,0.7833,5
routine,United States,9,0.8267,0.0,0.8267,4
routine,United States,10,0.9133,0.0,0.9133,2
routine,United States,11,1.0,0.0,1.0,0
routine,United States,12,1.0,0.0,1.0,0
routine,United States,13,1.0,0.0,1.0,0
routine,United States,14,1.0,0.0,1.0,0
routine,United States,15,1.0,0.0,1.0,0
routine,United States,16,1.0,0.0,1.0,0
routine,United States,17,1.0,0.0,1.0,0
routine,United States,18,1.0,0.0,1.0,0
routine,United States,19,1.0,0.0,1.0,0
routine,United States,20,1.0,0.0,1.0,0
routine,United States,21,1.0,0.0,1.0,0
routine,United States,22,1.0,0.0,1.0,0
routine,United States,23,1.0,0.0,1.0,0
routine,United States,24,1.0,0.0,1.0,0
routine,United States,25,1.0,0.0,1.0,0
routine,United States,26,1.0,0.0,1.0,0
routine,United States,27,1.0,0.0,1.0,0
routine,United States,28,1.0,0.0,1.0,0
routine,United States,29,1.0,0.0,1.0,0
routine,United States,30,1.0,0.0,1.0,0
routine,United States,31,1.0,0.0,1.0,0
routine,United States,32,1.0,0.0,1.0,0
routine,United States,33,1.0,0.0,1.0,0
routine,United States,34,1.0,0.0,1.0,0
routine,United States,35,1.0,0.0,1.0,0
routine,United States,36,1.0,0.0,1.0,0
routine,United States,37,1.0,0.0,1.0,0
routine,United States,38,1.0,0.0,1.0,0
routine,United States,39,1.0,0.0,1.0,0
routine,United States,40,1.0,0.0,1.0,0
routine,United States,41,1.0,0.0,1.0,0
routine,United States,42,1.0,0.0,1.0,0
routine,United States,43,1.0,0.0,1.0,0
routine,United States,44,1.0,0.0,1.0,0
routine,United States,45,1.0,0.0,1.0,0
routine,United States,46,1.0,0.0,1.0,0
routine,United States,47,1.0,0.0,1.0,0
routine,United States,48,1.0,0.0,1.0,0
routine,United States,49,1.0,0.0,1.0,0
routine,United States,50,1.0,0.0,1.0,0
routine,United States,51,1.0,0.0,1.0,0
routine,United States,52,1.0,0.0,1.0,0
routine,United States,53,1.0,0.0,1.0,0
routine,United States,54,1.0,0.0,1.0,0
routine,United States,55,1.0,0.0,1.0,0
routine,United States,56,1.0,0.0,1.0,0
routine,United States,57,1.0,0.0,1.0,0
routine,United States,58,1.0,0.0,1.0,0
routine,United States,59,1.0,0.0,1.0,0
routine,United States,60,1.0,0.0,1.0,0
routine,United States,61,1.0,0.0,1.0,0
routine,United States,62,1.0,0.0,1.0,0
routine,United States,63,1.0,0.0,1.0,0
routine,United States,64,1.0,0.0,1.0,0
routine,United States,65,1.0,0.0,1.0,0
routine,United States,66,1.0,0.0,1.0,0
routine,United States,67,1.0,0.0,1.0,0
routine,United States,68,1.0,0.0,1.0,0
routine,United States,69,1.0,0.0,1.0,0
routine,United States,70,1.0,0.0,1.0,0
routine,United States,71,1.0,0.0,1.0,0
routine,United States,72,1.0,0.0,1.0,0
routine,United States,73,1.0,0.0,1.0,0
routine,United States,74,1.0,0.0,1.0,0
routine,United States,75,1.0,0.0,1.0,0
routine,United States,76,1.0,0.0,1.0,0
routine,United States,77,1.0,0.0,1.0,0
routine,United States,78,1.0,0.0,1.0,0
routine,United States,79,1.0,0.0,1.0,0
routine,United States,80,1.0,0.0,1.0,0
routine,United States,81,1.0,0.0,1.0,0
routine,United States,82,1.0,0.0,1.0,0
routine,United States,83,1.0,0.0,1.0,0
routine,United States,84,1.0,0.0,1.0,0
routine,United States,85,1.0,0.0,1.0,0
routine,United States,86,1.0,0.0,1.0,0
routine,United States,87,1.0,0.0,1.0,0
routine,United States,88,1.0,0.0,1.0,0
routine,United States,89,1.0,0.0,1.0,0
routine,United States,90,1.0,0.0,1.0,0
routine,United States,91,1.0,0.0,1.0,0
routine,United States,92,1.0,0.0,1.0,0
routine,United States,93,1.0,0.0,1.0,0
routine,United States,94,1.0,0.0,1.0,0
routine,United States,95,1.0,0.0,1.0,0
routine,United States,96,1.0,0.0,1.0,0
routine,United States,97,1.0,0.0,1.0,0
routine,United States,98,1.0,0.0,1.0,0
routine,United States,99,1.0,0.0,1.0,0
routine,United States,100,1.0,0.0,1.0,0
routine,United States,101,1.0,0.0,1.0,0
routine,United States,102,1.0,0.0,1.0,0
routine,United States,103,1.0,0.0,1.0,0
routine,United States,104,1.0,0.0,1.0,0
routine,United States,105,1.0,0.0,1.0,0
routine,United States,106,1.0,0.0,1.0,0
routine,United States,107,1.0,0.0,1.0,0
routine,United States,108,1.0,0.0,1.0,0
routine,United States,109,1.0,0.0,1.0,0
routine,United States,110,1.0,0.0,1.0,0
routine,United States,111,1.0,0.0,1.0,0
routine,United States,112,1.0,0.0,1.0,0
routine,United States,113,1.0,0.0,1.0,0
routine,United States,114,1.0,0.0,1.0,0
routine,United States,115,1.0,0.0,1.0,0
routine,United States,116,1.0,0.0,1.0,0
routine,United States,117,1.0,0.0,1.0,0
routine,United States,118,1.0,0.0,1.0,0
routine,United States,119,1.0,0.0,1.0,0
routine,United States,120,1.0,0.0,1.0,0
