hcpcs,product,short_description,dosage_unit,asp_file_quarter,payment_limit_usd,implied_asp_usd,units_per_treatment,implied_asp_per_treatment_usd,file_url,status,notes
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2025Q1,489517.151,461808.63,1,461808.63,https://www.cms.gov/files/zip/january-2025-asp-pricing-file-03/11/25-final-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2025Q2,502840.728,474378.05,1,474378.05,https://www.cms.gov/files/zip/april-2025-asp-pricing-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2025Q3,533076.476,502902.34,1,502902.34,https://www.cms.gov/files/zip/july-2025-asp-pricing-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2025Q4,533230.171,503047.33,1,503047.33,https://www.cms.gov/files/zip/october-2025-asp-pricing-final-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2026Q1,532192.241,502068.15,1,502068.15,https://www.cms.gov/files/zip/january-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2026Q2,531849.118,501744.45,1,501744.45,https://www.cms.gov/files/zip/april-2026-medicare-part-b-payment-limit-files-final-file.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
Q2041,Yescarta,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,2026Q3,562500.892,530661.22,1,530661.22,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,verified-from-source,CMS note: Inflation-adjusted coinsurance; implied_asp = payment_limit/1.06 (derived)
J3389,Zevaskyn,,,2026Q3,,,1,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3389 effective 2026-01-01 but not listed in any CMS ASP/payment limit file examined (3 files: 2026Q1, 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per treatment (topical administration of gene-modified keratinocyte sheets)"
J3399,Zolgensma,,,2026Q3,,,1,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3399 effective 2020-07-01 but not listed in any CMS ASP/payment limit file examined (23 files: 2021Q1, 2021Q2, 2021Q3, 2021Q4, 2022Q1, 2022Q2, 2022Q3, 2022Q4, 2023Q1, 2023Q2, 2023Q3, 2023Q4, 2024Q1, 2024Q2, 2024Q3, 2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4, 2026Q1, 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per treatment"
J3393,Zynteglo,,,2026Q3,,,1,,https://www.cms.gov/files/zip/july-2026-medicare-part-b-payment-limit-files.zip,gap,"code J3393 effective 2024-07-01 but not listed in any CMS ASP/payment limit file examined (9 files: 2024Q3, 2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4, 2026Q1, 2026Q2, 2026Q3); CMS publishes no ASP-based payment limit for it, contractors price by invoice or WAC; units note: per treatment"
