registry,geography,year,product_or_class,count,count_type,per_10m_population,verbatim,source_doc,source_url,status,notes
DRST / DRST-EBMT activity survey,Germany,2025,Lymphoma,811,patients,,Tabelle 3.9 Malignom: Lymphom 2025: 811,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2022,Myeloma,191,patients,,Tabelle 3.9 Malignom: Myelom 2022: 191,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2023,Myeloma,342,patients,,Tabelle 3.9 Malignom: Myelom 2023: 342,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2024,Myeloma,562,patients,,Tabelle 3.9 Malignom: Myelom 2024: 562,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2025,Myeloma,836,patients,,Tabelle 3.9 Malignom: Myelom 2025: 836,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2021,ALL,49,patients,,Tabelle 3.9 Malignom: ALL 2021: 46 autolog + 3 allogen,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2022,ALL,42,patients,,Tabelle 3.9 Malignom: ALL 2022: 41 autolog + 1 allogen,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2023,ALL,76,patients,,Tabelle 3.9 Malignom: ALL 2023: 73 autolog + 3 allogen,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2024,ALL,62,patients,,Tabelle 3.9 Malignom: ALL 2024: 62,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2025,ALL,52,patients,,Tabelle 3.9 Malignom: ALL 2025: 52,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Myeloma asked separately only from survey 2022 (2021 myeloma sits in 'andere Indikation'). 2025 text: 'Besonders ausgepraegt war der Anstieg beim Multiplen Myelom mit 836 Behandlungen (+49%). Damit uebertraf das Multiple Myelom erstmals das maligne Lymphom (n=811)'. Autoimmune disease: 4 (2021), 8 (2022), 31 (2023), 49 (2024), 58 (2025)."
DRST / DRST-EBMT activity survey,Germany,2025,CAR-T all,6196,cumulative_patients,,CAR-T-Zell-Therapien in Deutschland werden seit 2018 im DRST/EBMT Survey on Transplant and Cellular Therapy Activity erfasst. Bis Ende 2025 wurden darueber insgesamt 6196 Patienten mit einer CAR-T-Zell-Therapie gemeldet.,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Cumulative 2018-2025. Table 3.9 covers 2021-2025 (sum 5,515), so 2018-2020 combined = 681 (derived)."
DRST / DRST-EBMT activity survey,Germany,2020,CAR-T all,,patients,,(not in the 2025 report),"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,gap,"Per-year German counts for 2018, 2019 and 2020 are in the earlier DRST Jahresberichte (https://drst.de/downloads/#jahresberichte), not fetched. Combined 2018-2020 = 681 derived from 6196 cumulative minus 5515 (2021-2025)."
"EBMT Registry (Germany, DRST-documented)",Germany,2021,CAR-T all,318,infusions,,Tabelle 3.10 Gesamt 2021: 318,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey count for the same year. NHL 278/345/562/596/603 and plasma-cell neoplasms 8/167/310/531/697 for 2021-2025."
"EBMT Registry (Germany, DRST-documented)",Germany,2022,CAR-T all,554,infusions,,Tabelle 3.10 Gesamt 2022: 554,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey count for the same year. NHL 278/345/562/596/603 and plasma-cell neoplasms 8/167/310/531/697 for 2021-2025."
"EBMT Registry (Germany, DRST-documented)",Germany,2023,CAR-T all,947,infusions,,Tabelle 3.10 Gesamt 2023: 947,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey count for the same year. NHL 278/345/562/596/603 and plasma-cell neoplasms 8/167/310/531/697 for 2021-2025."
"EBMT Registry (Germany, DRST-documented)",Germany,2024,CAR-T all,1189,infusions,,Tabelle 3.10 Gesamt 2024: 1189,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey count for the same year. NHL 278/345/562/596/603 and plasma-cell neoplasms 8/167/310/531/697 for 2021-2025."
"EBMT Registry (Germany, DRST-documented)",Germany,2025,CAR-T all,1357,infusions,,Tabelle 3.10 Gesamt 2025: 1357,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Number of first and additional CAR-T therapies documented in the EBMT Registry (patient-level, mandatory under the G-BA decision for commercial products) for Germany; lower than the activity-survey count for the same year. NHL 278/345/562/596/603 and plasma-cell neoplasms 8/167/310/531/697 for 2021-2025."
"EBMT Registry (Germany, DRST-documented)",Germany,2026,CAR-T all,5214,cumulative_patients,,Hier sind nun Stand 01.07.2026 insgesamt 5214 CAR-T-Zell-Therapien dokumentiert.,"DRST (Deutsches Register fuer haematopoetische Stammzelltransplantation und Zelltherapie) Jahresbericht 2025, section 3.4 CAR-T-Zell-Therapien in Deutschland, Tabelle 3.9 and 3.10",https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,verified-from-source,"Registry-documented CAR-T therapies in Germany as of 1 July 2026 (Tabelle 3.10 total for 2021-2025 is 4,365)."
BSBMTCT registry,United Kingdom,2024,CAR-T all,565,infusions,,"Total CAR-T Infusions (2024): 565 infusions across UK and ROI - UK: 551 CAR-T infusions, ROI: 0 (as extracted)",BSBMTCT (British Society of Blood and Marrow Transplantation and Cellular Therapy) UK & ROI activity 2024 web page (Table 1a),https://bsbmtct.org/2024-activity/,verified-from-source,Figures as summarised by the fetch tool from the activity table; internal breakdown is not fully consistent (UK 551 + ROI 0 vs total 565; 'first' CAR-T 562 = 14 allogeneic + 548 autologous; paediatric 51). Re-check Table 1a before use. UK count is likely incomplete relative to NHS activity.
BSBMTCT registry,United Kingdom,2024,Acute lymphoblastic leukemia,105,infusions,,Table 1a CAR-T Acute lymphoblastic leukemia: 105 (as extracted),BSBMTCT (British Society of Blood and Marrow Transplantation and Cellular Therapy) UK & ROI activity 2024 web page (Table 1a),https://bsbmtct.org/2024-activity/,verified-from-source,Indication rows as summarised by the fetch tool; ALL 105 total of which 103 autologous CAR-T.
BSBMTCT registry,United Kingdom,2024,Non-Hodgkin lymphoma,431,infusions,,Table 1a CAR-T Non-Hodgkin lymphoma: 431 (as extracted),BSBMTCT (British Society of Blood and Marrow Transplantation and Cellular Therapy) UK & ROI activity 2024 web page (Table 1a),https://bsbmtct.org/2024-activity/,verified-from-source,Indication rows as summarised by the fetch tool; ALL 105 total of which 103 autologous CAR-T.
BSBMTCT registry,United Kingdom,2024,Multiple myeloma,7,infusions,,Table 1a CAR-T Multiple myeloma: 7 (as extracted),BSBMTCT (British Society of Blood and Marrow Transplantation and Cellular Therapy) UK & ROI activity 2024 web page (Table 1a),https://bsbmtct.org/2024-activity/,verified-from-source,Indication rows as summarised by the fetch tool; ALL 105 total of which 103 autologous CAR-T.
BSBMTCT registry,United Kingdom,2024,CLL,1,infusions,,Table 1a CAR-T CLL: 1 (as extracted),BSBMTCT (British Society of Blood and Marrow Transplantation and Cellular Therapy) UK & ROI activity 2024 web page (Table 1a),https://bsbmtct.org/2024-activity/,verified-from-source,Indication rows as summarised by the fetch tool; ALL 105 total of which 103 autologous CAR-T.
BSBMTCT registry,United Kingdom,2024,Solid tumours,6,infusions,,Table 1a CAR-T Solid tumours: 6 (as extracted),BSBMTCT (British Society of Blood and Marrow Transplantation and Cellular Therapy) UK & ROI activity 2024 web page (Table 1a),https://bsbmtct.org/2024-activity/,verified-from-source,Indication rows as summarised by the fetch tool; ALL 105 total of which 103 autologous CAR-T.
BSBMTCT registry,United Kingdom,2021,CAR-T all,,infusions,,,BSBMTCT UK activity 2021 web page,https://bsbmtct.org/activity/2021/,gap,"Page exists (listed on https://bsbmtct.org/activity/) but was not fetched within budget. NHS England CAR-T pages (england.nhs.uk) returned empty to fetch. EBMT 2022 per-centre data: London UCLH 101, London King's 43, Birmingham QEH 41 CAR-T in 2022."
BSBMTCT registry,United Kingdom,2022,CAR-T all,,infusions,,,BSBMTCT UK activity 2022 web page,https://bsbmtct.org/activity/2022/,gap,"Page exists (listed on https://bsbmtct.org/activity/) but was not fetched within budget. NHS England CAR-T pages (england.nhs.uk) returned empty to fetch. EBMT 2022 per-centre data: London UCLH 101, London King's 43, Birmingham QEH 41 CAR-T in 2022."
BSBMTCT registry,United Kingdom,2023,CAR-T all,,infusions,,,BSBMTCT UK activity 2023 web page,https://bsbmtct.org/activity/2023/,gap,"Page exists (listed on https://bsbmtct.org/activity/) but was not fetched within budget. NHS England CAR-T pages (england.nhs.uk) returned empty to fetch. EBMT 2022 per-centre data: London UCLH 101, London King's 43, Birmingham QEH 41 CAR-T in 2022."
DESCAR-T registry (LYSARC),France,2021,CAR-T all,748,cumulative_patients,,"As of April 29th, 2021, 748 patients have been included in DESCAR-T, with 23 hospitals actively participating in the registry","Bachy E et al. DESCAR-T, a nationwide registry for patients treated by CAR-T cells in France. Bull Cancer 2021 (PubMed 34920797)",https://pubmed.ncbi.nlm.nih.gov/34920797/,provisional-from-snippet,Abstract snippet via search; registry includes patients eligible for CAR-T (some not infused).
DESCAR-T registry (LYSARC),France,2024,CAR-T all,3066,cumulative_patients,,"Of the 3,066 patients included (2,536 B cell lymphoma, 162 B cell acute lymphoblastic leukemia (ALL) and 368 multiple myeloma), 1,680 (54.8%) received axicabtagene ciloleucel, 205 (6.7%) brexucabtagene autoleucel, 44 (1.4%) lisocabtagene maraleucel and 769 (25.1%) tisagenlecleucel",Hamilton MP et al.? / DESCAR-T investigators. T cell malignancies after CAR T cell therapy in the DESCAR-T registry. Nature Medicine 2025 (doi 10.1038/s41591-024-03458-w),https://www.nature.com/articles/s41591-024-03458-w,provisional-from-snippet,Search snippet; article not open access (no PMC copy) and nature.com redirected to a login gateway. Data cut-off date not retrieved (paper published January 2025); year column is approximate. Registry covers all CAR-T in France since 1 July 2018.
DESCAR-T registry (LYSARC),France,2023,CAR-T all,,patients,,,DESCAR-T registry publications / SFGM-TC activity reports,https://clinicaltrials.gov/study/NCT04328298,gap,"No French per-year CAR-T count was retrieved: DESCAR-T papers report cumulative inclusions only; SFGM-TC and Agence de la biomedecine reports not fetched (search quota exhausted). Available anchors: EBMT rate 89 per 10 million in 2022; EBMT 2022 per-centre counts Lyon HCL 98, Rennes 73, Lille 65, Marseille IPC 44, Pessac 37, Toulouse 31; Lille CHU >350 cumulative by Sept 2024."
TEHA-Ambrosetti centre survey (GITMO-hosted),Italy,2019,CAR-T all,49,patients,,"Figura 11 totale 15 Regioni 41 Centri: 2019 49, 2020 163, 2021 270, 2022 342, 2023 461, 2024 756, 2019-2024 2.041; Centri: 9 20 28 32 34 41","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,"Patients infused per centre survey (commercial incl. compassionate/early access, academic CAR-T and trial patients), data to early December 2024; 9 active centres in 2019. Growth labels +27% (2022), +35% (2023), +64% (2024)."
TEHA-Ambrosetti centre survey (GITMO-hosted),Italy,2020,CAR-T all,163,patients,,"Figura 11 totale 15 Regioni 41 Centri: 2019 49, 2020 163, 2021 270, 2022 342, 2023 461, 2024 756, 2019-2024 2.041; Centri: 9 20 28 32 34 41","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,"Patients infused per centre survey (commercial incl. compassionate/early access, academic CAR-T and trial patients), data to early December 2024; 20 active centres in 2020. Growth labels +27% (2022), +35% (2023), +64% (2024)."
TEHA-Ambrosetti centre survey (GITMO-hosted),Italy,2021,CAR-T all,270,patients,,"Figura 11 totale 15 Regioni 41 Centri: 2019 49, 2020 163, 2021 270, 2022 342, 2023 461, 2024 756, 2019-2024 2.041; Centri: 9 20 28 32 34 41","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,"Patients infused per centre survey (commercial incl. compassionate/early access, academic CAR-T and trial patients), data to early December 2024; 28 active centres in 2021. Growth labels +27% (2022), +35% (2023), +64% (2024)."
TEHA-Ambrosetti centre survey (GITMO-hosted),Italy,2022,CAR-T all,342,patients,,"Figura 11 totale 15 Regioni 41 Centri: 2019 49, 2020 163, 2021 270, 2022 342, 2023 461, 2024 756, 2019-2024 2.041; Centri: 9 20 28 32 34 41","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,"Patients infused per centre survey (commercial incl. compassionate/early access, academic CAR-T and trial patients), data to early December 2024; 32 active centres in 2022. Growth labels +27% (2022), +35% (2023), +64% (2024)."
TEHA-Ambrosetti centre survey (GITMO-hosted),Italy,2023,CAR-T all,461,patients,,"Figura 11 totale 15 Regioni 41 Centri: 2019 49, 2020 163, 2021 270, 2022 342, 2023 461, 2024 756, 2019-2024 2.041; Centri: 9 20 28 32 34 41","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,"Patients infused per centre survey (commercial incl. compassionate/early access, academic CAR-T and trial patients), data to early December 2024; 34 active centres in 2023. Growth labels +27% (2022), +35% (2023), +64% (2024)."
TEHA-Ambrosetti centre survey (GITMO-hosted),Italy,2024,CAR-T all,756,patients,,"Figura 11 totale 15 Regioni 41 Centri: 2019 49, 2020 163, 2021 270, 2022 342, 2023 461, 2024 756, 2019-2024 2.041; Centri: 9 20 28 32 34 41","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,"Patients infused per centre survey (commercial incl. compassionate/early access, academic CAR-T and trial patients), data to early December 2024; 41 active centres in 2024. Growth labels +27% (2022), +35% (2023), +64% (2024)."
TEHA-Ambrosetti centre survey (GITMO-hosted),Italy,2024,CAR-T all,2041,cumulative_patients,,Secondo le rilevazioni risultano attivi 41 centri per un totale di 2.041 pazienti infusi.,"The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,"Cumulative 2019 to early December 2024. Regional 2024 counts: Lombardia 197, Lazio 118, Piemonte 64, Sicilia 55, Emilia Romagna 50, Toscana 48, Veneto 47, Puglia 37, Campania 31, Calabria 26, Friuli VG 26, Liguria 22, Umbria 17, Abruzzo 11, Marche 7."
EBMT Registry (as cited by TEHA/GITMO),Italy,2019,Cellular therapies (mostly CAR-T),35,patients,,"Secondo i dati dell'EBMT Registry, aggiornati a novembre 2024, in Italia dal 2019 sono state effettuate 1.623 terapie cellulari, in buona parte CAR-T. Il numero di terapie eseguite e cresciuto di anno in anno, dalle 35 del 2019 (di cui l'83% nel Nord Italia) alle 498 nel 2024 (64% al Nord).","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,"Secondary citation of EBMT Registry data (November 2024 extract) inside the TEHA paper; registry under-captures Italian activity vs the centre survey (49 in 2019, 756 in 2024)."
EBMT Registry (as cited by TEHA/GITMO),Italy,2024,Cellular therapies (mostly CAR-T),498,patients,,dalle 35 del 2019 (di cui l'83% nel Nord Italia) alle 498 nel 2024 (64% al Nord),"The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,Partial year (registry extract November 2024).
EBMT Registry (as cited by TEHA/GITMO),Italy,2024,Cellular therapies (mostly CAR-T),1623,cumulative_patients,,"in Italia dal 2019 sono state effettuate 1.623 terapie cellulari, in buona parte CAR-T","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,Cumulative 2019 to November 2024 in the EBMT Registry.
"GITMO (Libro GITMO 2023, EBMT Registry preliminary analysis)",Italy,2024,CAR-T all,950,cumulative_patients,,"Sempre secondo i dati del libro GITMO 2023, a maggio 2024 sono oltre 950 le procedure CAR-T eseguite in Italia ... Al 31 gennaio 2024, 42 Centri risultano attivi per le CAR-T","The European House - Ambrosetti / GITMO, Rivoluzione CAR-T (December 2024), Figura 10-11 (centre survey) and page 18-19 (GITMO and EBMT Registry data)",https://www.gitmo.it/storage/gitmo/article/pdf/388/1535-250121_TEHA_Rivoluzione%20CAR-T_Paper.pdf,verified-from-source,Lower bound ('oltre 950') as of May 2024; 42 active CAR-T centres at 31 January 2024; 522 procedures for DLBCL. Only 1 centre in 4 does >40 infusions/year; 22 centres <20.
AIFA ATMP report (secondary),Italy,2022,CAR-T all,335,patients,,"From 2019 to 2022, the number of patients treated increased significantly, from 12 to 335 (search summary)",Sanita33 / AIFA VII Rapporto ATMP as summarised in search results,https://www.sanita33.it/speciale-l-impatto-delle-terapie-car-t/4472/l-impatto-delle-terapie-car-t-finanziamenti-accesso-e-domanda-di-salute.html,provisional-from-snippet,Unattributed search-summary figure; likely AIFA ATMP monitoring (reimbursed CAR-T) which reports 12 in 2019 and 335 in 2022 and +51.1% in 2023 vs 2022; treat with caution and verify against AIFA report.
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2019,CAR-T all,159,patients,33,"Partiendo de 159 solicitudes en 2019 (ano parcial, desde marzo), se registraron 268 en 2020, 295 en 2021, 352 en 2022 y 430 en 2023. En 2024 se observa un salto cuantitativo relevante, con 746 solicitudes en el ano","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Count = treatment REQUESTS (solicitudes) to the national SNS expert group, including re-evaluations, not infusions; 93.3% of requests were favourable over the period. per_10m converted from Tabla 3 'Media nacional' solicitudes por 100.000 habitantes (0.33 per 100,000 x 100). 2019 partial year from March."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2020,CAR-T all,268,patients,46,"Partiendo de 159 solicitudes en 2019 (ano parcial, desde marzo), se registraron 268 en 2020, 295 en 2021, 352 en 2022 y 430 en 2023. En 2024 se observa un salto cuantitativo relevante, con 746 solicitudes en el ano","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Count = treatment REQUESTS (solicitudes) to the national SNS expert group, including re-evaluations, not infusions; 93.3% of requests were favourable over the period. per_10m converted from Tabla 3 'Media nacional' solicitudes por 100.000 habitantes (0.46 per 100,000 x 100). 2019 partial year from March."
