product_key,nct,brief_title,official_title,start_date,status,study_type,phases,sponsor,interventions,matched_by
casgevy,NCT07577817,"A Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of CTX001 in Healthy Adults.","A Phase 1, 3-Part, Randomized, Double-blind, Placebo-Controlled Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single and Multiple Ascending Oral Doses of CTX001 in Healthy Adult Participants.",2026-06,RECRUITING,INTERVENTIONAL,EARLY_PHASE1,Cajal Therapeutics Inc.,CTX001 With and Without Iron|CTX001 With Iron|CTX001 Multiple Dose|Placebo With and Without Iron|Placebo With Iron|Placebo Multiple Dose,search
casgevy,NCT05356195,Evaluation of Safety and Efficacy of CTX001 in Pediatric Participants With Transfusion-Dependent β-Thalassemia (TDT),A Phase 3 Study to Evaluate the Safety and Efficacy of a Single Dose of CTX001 in Pediatric Subjects With Transfusion-Dependent β-Thalassemia,2022-05-03,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,Vertex Pharmaceuticals Incorporated,CTX001,search
lyfgenia,NCT03207009,A Study Evaluating the Efficacy and Safety of the LentiGlobin® BB305 Drug Product in Participants With Transfusion-Dependent β-Thalassemia,A Phase 3 Single Arm Study Evaluating the Efficacy and Safety of Gene Therapy in Subjects With Transfusion-dependent β-Thalassemia by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector in Subjects ≤50 Years of Age,2017-06-08,COMPLETED,INTERVENTIONAL,PHASE3,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,search
lyfgenia,NCT02151526,A Study Evaluating the Safety and Efficacy of LentiGlobin BB305 Drug Product in β-Thalassemia Major (Also Referred to as Transfusion-dependent β-Thalassemia [TDT]) and Sickle Cell Disease,A Phase 1/2 Open Label Study Evaluating the Safety and Efficacy of Gene Therapy of the β-Hemoglobinopathies (Sickle Cell Anemia and β-Thalassemia Major) by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With a Lentiviral β-A-T87Q Globin Vector (LentiGlobin BB305 Drug Product),2013-06-07,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,search
lyfgenia,NCT02140554,A Study Evaluating the Safety and Efficacy of Lovo-cel in Severe Sickle Cell Disease,A Phase 1/2 Study Evaluating Gene Therapy by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With the LentiGlobin BB305 Lentiviral Vector in Subjects With Severe Sickle Cell Disease,2015-02-02,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,lovo-cel,search
lyfgenia,NCT04293185,A Study Evaluating Gene Therapy With BB305 Lentiviral Vector in Sickle Cell Disease,A Phase 3 Study Evaluating Gene Therapy by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With the BB305 Lentiviral Vector in Subjects With Sickle Cell Disease,2020-02-14,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,Genetix Biotherapeutics Inc.,bb1111,search
lyfgenia,NCT02906202,"A Study Evaluating the Efficacy and Safety of the LentiGlobin® BB305 Drug Product in Participants With Transfusion-Dependent β-Thalassemia, Who do Not Have a β0/β0 Genotype","A Phase 3 Single Arm Study Evaluating the Efficacy and Safety of Gene Therapy in Subjects With Transfusion-dependent β-Thalassemia, Who do Not Have a β0/β0 Genotype, by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector in Subjects ≤50 Years of Age",2016-08-08,COMPLETED,INTERVENTIONAL,PHASE3,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,search
lyfgenia,NCT01745120,A Study Evaluating the Safety and Efficacy of the LentiGlobin BB305 Drug Product in β-Thalassemia Major Participants,A Phase 1/2 Open Label Study Evaluating the Safety and Efficacy of Gene Therapy in Subjects With β-Thalassemia Major by Transplantation of Autologous CD34+ Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector (LentiGlobin® BB305 Drug Product),2013-08,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,search
lyfgenia,NCT02140554,A Study Evaluating the Safety and Efficacy of Lovo-cel in Severe Sickle Cell Disease,A Phase 1/2 Study Evaluating Gene Therapy by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With the LentiGlobin BB305 Lentiviral Vector in Subjects With Severe Sickle Cell Disease,2015-02-02,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,lovo-cel,origin_nct
zynteglo,NCT03207009,A Study Evaluating the Efficacy and Safety of the LentiGlobin® BB305 Drug Product in Participants With Transfusion-Dependent β-Thalassemia,A Phase 3 Single Arm Study Evaluating the Efficacy and Safety of Gene Therapy in Subjects With Transfusion-dependent β-Thalassemia by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector in Subjects ≤50 Years of Age,2017-06-08,COMPLETED,INTERVENTIONAL,PHASE3,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,search
zynteglo,NCT02151526,A Study Evaluating the Safety and Efficacy of LentiGlobin BB305 Drug Product in β-Thalassemia Major (Also Referred to as Transfusion-dependent β-Thalassemia [TDT]) and Sickle Cell Disease,A Phase 1/2 Open Label Study Evaluating the Safety and Efficacy of Gene Therapy of the β-Hemoglobinopathies (Sickle Cell Anemia and β-Thalassemia Major) by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With a Lentiviral β-A-T87Q Globin Vector (LentiGlobin BB305 Drug Product),2013-06-07,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,search
zynteglo,NCT02140554,A Study Evaluating the Safety and Efficacy of Lovo-cel in Severe Sickle Cell Disease,A Phase 1/2 Study Evaluating Gene Therapy by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With the LentiGlobin BB305 Lentiviral Vector in Subjects With Severe Sickle Cell Disease,2015-02-02,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,lovo-cel,search
zynteglo,NCT04293185,A Study Evaluating Gene Therapy With BB305 Lentiviral Vector in Sickle Cell Disease,A Phase 3 Study Evaluating Gene Therapy by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With the BB305 Lentiviral Vector in Subjects With Sickle Cell Disease,2020-02-14,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,Genetix Biotherapeutics Inc.,bb1111,search
zynteglo,NCT02906202,"A Study Evaluating the Efficacy and Safety of the LentiGlobin® BB305 Drug Product in Participants With Transfusion-Dependent β-Thalassemia, Who do Not Have a β0/β0 Genotype","A Phase 3 Single Arm Study Evaluating the Efficacy and Safety of Gene Therapy in Subjects With Transfusion-dependent β-Thalassemia, Who do Not Have a β0/β0 Genotype, by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector in Subjects ≤50 Years of Age",2016-08-08,COMPLETED,INTERVENTIONAL,PHASE3,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,search
zynteglo,NCT01745120,A Study Evaluating the Safety and Efficacy of the LentiGlobin BB305 Drug Product in β-Thalassemia Major Participants,A Phase 1/2 Open Label Study Evaluating the Safety and Efficacy of Gene Therapy in Subjects With β-Thalassemia Major by Transplantation of Autologous CD34+ Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector (LentiGlobin® BB305 Drug Product),2013-08,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,search
zynteglo,NCT01745120,A Study Evaluating the Safety and Efficacy of the LentiGlobin BB305 Drug Product in β-Thalassemia Major Participants,A Phase 1/2 Open Label Study Evaluating the Safety and Efficacy of Gene Therapy in Subjects With β-Thalassemia Major by Transplantation of Autologous CD34+ Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector (LentiGlobin® BB305 Drug Product),2013-08,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,LentiGlobin BB305 Drug Product,origin_nct
skysona,NCT03852498,A Clinical Study to Assess the Efficacy and Safety of Gene Therapy for the Treatment of Cerebral Adrenoleukodystrophy (CALD),A Phase 3 Study of Lenti-D Drug Product After Myeloablative Conditioning Using Busulfan and Fludarabine in Subjects ≤17 Years of Age With Cerebral Adrenoleukodystrophy (CALD),2019-01-24,COMPLETED,INTERVENTIONAL,PHASE3,Genetix Biotherapeutics Inc.,Lenti-D,search
skysona,NCT01896102,A Study of the Efficacy and Safety of Hematopoietic Stem Cells Transduced With Lenti-D Lentiviral Vector for the Treatment of Cerebral Adrenoleukodystrophy (CALD),A Phase 2/3 Study of the Efficacy and Safety of Hematopoietic Stem Cells Transduced With Lenti-D Lentiviral Vector for the Treatment of Cerebral Adrenoleukodystrophy (CALD),2013-08-21,COMPLETED,INTERVENTIONAL,PHASE2|PHASE3,Genetix Biotherapeutics Inc.,Lenti-D Drug Product (eli-cel),search
skysona,NCT01896102,A Study of the Efficacy and Safety of Hematopoietic Stem Cells Transduced With Lenti-D Lentiviral Vector for the Treatment of Cerebral Adrenoleukodystrophy (CALD),A Phase 2/3 Study of the Efficacy and Safety of Hematopoietic Stem Cells Transduced With Lenti-D Lentiviral Vector for the Treatment of Cerebral Adrenoleukodystrophy (CALD),2013-08-21,COMPLETED,INTERVENTIONAL,PHASE2|PHASE3,Genetix Biotherapeutics Inc.,Lenti-D Drug Product (eli-cel),origin_nct
lenmeldy,NCT04283227,OTL-200 in Patients With Late Juvenile Metachromatic Leukodystrophy (MLD),"An Open Label, Non-randomized Trial to Evaluate the Safety and Efficacy of a Single Infusion of OTL-200 in Patients With Late Juvenile (LJ) Metachromatic Leukodystrophy (MLD).",2022-01-17,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,Orchard Therapeutics,OTL-200,search
lenmeldy,NCT03392987,A Safety and Efficacy Study of Cryopreserved OTL-200 for Treatment of Metachromatic Leukodystrophy (MLD),"A Single Arm, Open Label, Clinical Study of Cryopreserved Autologous CD34+ Cells Transduced With Lentiviral Vector Containing Human ARSA cDNA (OTL-200), for the Treatment of Early Onset Metachromatic Leukodystrophy (MLD)",2018-01-25,COMPLETED,INTERVENTIONAL,PHASE2,Orchard Therapeutics,OTL-200,search
lenmeldy,NCT01560182,Gene Therapy for Metachromatic Leukodystrophy (MLD),A Phase I/II Clinical Trial of Hematopoietic Stem Cell Gene Therapy for the Treatment of Metachromatic Leukodystrophy,2010-04-09,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Orchard Therapeutics,OTL-200 Gene Therapy,search
lenmeldy,NCT01560182,Gene Therapy for Metachromatic Leukodystrophy (MLD),A Phase I/II Clinical Trial of Hematopoietic Stem Cell Gene Therapy for the Treatment of Metachromatic Leukodystrophy,2010-04-09,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,Orchard Therapeutics,OTL-200 Gene Therapy,origin_nct
kebilidi,NCT02852213,"A Single-Stage, Adaptive, Open-label, Dose Escalation Safety and Efficacy Study of AADC Deficiency in Pediatric Patients","SIngle-Stage, Open-Label, Safety and Efficacy Study of Adeno-Associated Virus Encoding Human Aromatic L-Amino Acid Decarboxylase by Magnetic Resonance MR-guided Infusion Into Midbrain in Pediatric Patients With AADC Deficiency",2016-07-01,RECRUITING,INTERVENTIONAL,PHASE1,Krzysztof Bankiewicz,AAV2-hAADC,search
kebilidi,NCT02926066,A Clinical Trial for Treatment of Aromatic L-amino Acid Decarboxylase (AADC) Deficiency Using AAV2-hAADC - An Expansion,A Clinical Trial for Treatment of Aromatic L-amino Acid Decarboxylase (AADC) Deficiency Using AAV2-hAADC - An Expansion (NTUH-AADC-011),2016-11-09,COMPLETED,INTERVENTIONAL,PHASE2,National Taiwan University Hospital,AAV2-hAADC,search
kebilidi,NCT01395641,A Phase I/II Clinical Trial for Treatment of Aromatic L-amino Acid Decarboxylase (AADC) Deficiency Using AAV2-hAADC,A Phase I/II Clinical Trial for Treatment of Aromatic L-amino Acid Decarboxylase (AADC) Deficiency Using AAV2-hAADC,2014-10-22,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,National Taiwan University Hospital,gene therapy,search
kebilidi,NCT07267065,AAV2-hAADC for Parkinson's Disease (PDCS-01),An Open-label Safety and Efficacy Study of AAV2-hAADC Administered by MRI-Guided Convective Infusion Using a Transfrontal Trajectory Into the Putamen and Caudate of Participants With Young Onset Parkinson's Disease,2026-08-01,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1,Krzysztof Bankiewicz,AAV2-hAADC,search
kebilidi,NCT04903288,A Study of SmartFlow Magnetic Resonance (MR) Compatible Ventricular Cannula for Administering Eladocagene Exuparvovec to Pediatric Participants,An Open-Label Trial to Address the Safety of the SmartFlow MR-Compatible Ventricular Cannula for Administering Eladocagene Exuparvovec to Pediatric Subjects,2021-05-12,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,PTC Therapeutics,Eladocagene Exuparvovec,search
kebilidi,NCT01395641,A Phase I/II Clinical Trial for Treatment of Aromatic L-amino Acid Decarboxylase (AADC) Deficiency Using AAV2-hAADC,A Phase I/II Clinical Trial for Treatment of Aromatic L-amino Acid Decarboxylase (AADC) Deficiency Using AAV2-hAADC,2014-10-22,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,National Taiwan University Hospital,gene therapy,origin_nct
elevidys,NCT05881408,A Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) in Non-Ambulatory and Ambulatory Participants With Duchenne Muscular Dystrophy (DMD),"A Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of SRP- 9001 in Non-Ambulatory and Ambulatory Subjects With Duchenne Muscular Dystrophy (ENVISION)",2023-05-31,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec|placebo,search
elevidys,NCT06241950,A Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) Following Imlifidase Infusion in Participants With Duchenne Muscular Dystrophy (DMD) Determined to Have Pre-existing Antibodies to Recombinant Adeno-Associated Virus Serotype (rAAVrh74),"An Open-Label, Systemic Gene Delivery Study to Evaluate the Safety, Tolerability and Expression of SRP-9001 in Association With Imlifidase in Subjects With Duchenne Muscular Dystrophy With Pre-existing Antibodies to rAAVrh74",2024-01-29,TERMINATED,INTERVENTIONAL,PHASE1,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec|imlifidase,search
elevidys,NCT06597656,A Gene Transfer Therapy to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) Following Therapeutic Plasma Exchange (Plasmapheresis) in Participants With Duchenne Muscular Dystrophy (DMD) and Pre-existing Antibodies to AAVrh74,"An Open-Label, Systemic Gene Delivery Study to Evaluate the Safety, Tolerability and Expression of Delandistrogene Moxeparvovec Following Plasmapheresis in Subjects With Duchenne Muscular Dystrophy and Pre-existing Antibodies to AAVrh74",2024-09-18,TERMINATED,INTERVENTIONAL,PHASE1,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec|Plasmapheresis,search
elevidys,NCT03769116,"A Randomized, Double-blind, Placebo-controlled Study of Delandistrogene Moxeparvovec (SRP-9001) for Duchenne Muscular Dystrophy (DMD)","A Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial for Duchenne Muscular Dystrophy Using SRP-9001",2018-12-05,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec|placebo,search
elevidys,NCT05967351,A Long-term Follow-up Study of Participants Who Received Delandistrogene Moxeparvovec (SRP-9001) in a Previous Clinical Study,"A Phase 3, Multinational, Long-term Follow-up Study to Evaluate Safety and Efficacy in Subjects Who Have Previously Received SRP-9001 in a Clinical Study",2023-09-27,ENROLLING_BY_INVITATION,INTERVENTIONAL,PHASE3,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec,search
elevidys,NCT04626674,A Gene Transfer Therapy Study to Evaluate the Safety of and Expression From Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD) - Non-Ambulatory Cohort,"An Open-Label, Systemic Gene Delivery Study Using Commercial Process Material to Evaluate the Safety of and Expression From SRP-9001 in Subjects With Duchenne Muscular Dystrophy (ENDEAVOR)",2020-11-23,RECRUITING,INTERVENTIONAL,PHASE1,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec,search
elevidys,NCT03375164,A Gene Transfer Therapy Study to Evaluate the Safety of Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),Systemic Gene Delivery Phase I/IIa Clinical Trial for Duchenne Muscular Dystrophy Using rAAVrh74.MHCK7.Micro-dystrophin (microDys-IV-001),2018-01-04,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec,search
elevidys,NCT06128564,A Gene Delivery Study to Evaluate the Safety and Expression of Delandistrogene Moxeparvovec in Participants Under the Age of Four With Duchenne Muscular Dystrophy (DMD),"A Two-Part, Open-Label Systemic Gene Delivery Study to Evaluate the Safety and Expression of RO7494222 (SRP-9001) in Subjects Under the Age of Four With Duchenne Muscular Dystrophy",2023-11-29,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,Hoffmann-La Roche,delandistrogene moxeparvovec,search
elevidys,NCT05096221,A Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),"A Phase 3 Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Delivery Study to Evaluate the Safety and Efficacy of SRP-9001 in Subjects With Duchenne Muscular Dystrophy (EMBARK)",2021-10-27,COMPLETED,INTERVENTIONAL,PHASE3,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec|placebo,search
elevidys,NCT03375164,A Gene Transfer Therapy Study to Evaluate the Safety of Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),Systemic Gene Delivery Phase I/IIa Clinical Trial for Duchenne Muscular Dystrophy Using rAAVrh74.MHCK7.Micro-dystrophin (microDys-IV-001),2018-01-04,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,"Sarepta Therapeutics, Inc.",delandistrogene moxeparvovec,origin_nct
vyjuvek,NCT04491604,Ph 3 Efficacy and Safety of B-VEC for the Treatment of DEB,"A Phase III Efficacy and Safety Study of Beremagene Geperpavec (B-VEC, Previously ""KB103"") for the Treatment of Dystrophic Epidermolysis Bullosa (DEB)",2020-08-17,COMPLETED,INTERVENTIONAL,PHASE3,"Krystal Biotech, Inc.",Topical Beremagene Geperpavec|Placebo,search
vyjuvek,NCT03536143,"A Phase I/II Study of KB103, a Topical HSV1-COL7, on DEB Patients","A Phase I/II Study of KB103, a Non-Integrating, Replication-Incompetent HSV Vector Expressing the Human Collagen VII Protein, for the Treatment of Dystrophic Epidermolysis Bullosa (DEB)",2018-05-06,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,"Krystal Biotech, Inc.",Topical beremagene geperpavec|Placebo gel,search
vyjuvek,NCT06731933,Impact of COL7A1 Gene Therapy on SCC Recurrence in RDEB Skin,Impact of Collagen VII Gene Therapy on Squamous Cell Carcinoma Recurrence in Recessive Dystrophic Epidermolysis Bullosa Skin,2025-03-28,RECRUITING,INTERVENTIONAL,PHASE2,Stanford University,BVEC,search
vyjuvek,NCT04917874,A Long-term Treatment With B-VEC for Dystrophic Epidermolysis Bullosa,Open Label Treatment of Beremagene Geperpavec (B-VEC),2021-05-25,COMPLETED,INTERVENTIONAL,PHASE3,"Krystal Biotech, Inc.",Open Label Topical Beremagene Geperpavec (B-VEC),search
zevaskyn,NCT05725018,A Phase 3b Study for the Treatment of Dystrophic Epidermolysis Bullosa (DEB) in New and Previously EB-101 Treated Patients,A Phase 3b Study for the Treatment of Dystrophic Epidermolysis Bullosa (DEB) in New and Previously EB-101 Treated Patients,2023-04-02,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,"Abeona Therapeutics, Inc",EB-101 Surgical application of RDEB wounds,search
zevaskyn,NCT07717736,Phase 4 Master Protocol for Patients Prescribed Prademagene Zamikeracel for the Treatment of Wounds,Phase 4 Master Protocol for Patients Prescribed Prademagene Zamikeracel for the Treatment of Wounds,2026-11,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE4,"Abeona Therapeutics, Inc",Non-conforming pz-cel surgical application to RDEB wounds|Additional biopsies|Pz-cel surgical application to DEB wounds,search
zevaskyn,NCT04227106,"Phase 3, Open-label Clinical Trial of EB-101 for the Treatment of Recessive Dystrophic Epidermolysis Bullosa (RDEB)",VIITAL: A Phase 3 Study of EB-101 for the Treatment of Recessive Dystrophic Epidermolysis Bullosa (RDEB),2020-01-10,COMPLETED,INTERVENTIONAL,PHASE3,"Abeona Therapeutics, Inc",EB-101,search
zevaskyn,NCT01263379,Gene Transfer for Recessive Dystrophic Epidermolysis Bullosa,A Phase 1/2A Single Center Trial of Gene Transfer for Recessive Dystrophic Epidermolysis Bullosa (RDEB) Using the Drug LZRSE-Col7A1 Engineered Autologous Epidermal Sheets (LEAES),2010-10-05,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,"Abeona Therapeutics, Inc",LZRSE-Col7A1 Engineered Autologous Epidermal Sheets,origin_nct
papzimeos,NCT07756840,Combination Bevacizumab and PRGN-2012 in Adults With Recurrent Respiratory Papillomatosis (RRP),A Phase II Study of Combination Bevacizumab and PRGN-2012 in Adults With Recurrent Respiratory Papillomatosis (RRP),2026-09-09,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE2,National Cancer Institute (NCI),PRGN-2012|Bevacizumab,search
papzimeos,NCT04724980,Adjuvant PRGN-2012 in Adult Patients With Recurrent Respiratory Papillomatosis,A Phase 1/2 Study of Adjuvant PRGN-2012 in Adult Patients With Recurrent Respiratory Papillomatosis,2021-03-16,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1|PHASE2,"Precigen, Inc",PRGN-2012 - Phase I; Dose Level 1|PRGN-2012 - Phase I; Dose Level 2|PRGN-2012 - Phase II; Dose Level 2,search
papzimeos,NCT06538480,Zopa Retreatment and Vector Shedding in Adults With RRP,Open-Label Study of Zopapogene Imadenovec Retreatment and Vector Shedding Evaluation in Adult Patients With Recurrent Respiratory Papillomatosis,2024-07-11,RECRUITING,INTERVENTIONAL,PHASE4,"Precigen, Inc",Zopapogene imadenovec (Zopa),search
adstiladrin,NCT00299962,Gene Therapy for Pleural Malignancies,"A Phase I Clinical Trial of Repeated Dose Intrapleural Adenoviral-Mediated Interferon-beta (BG00001, Ad.hIFN-β for Pleural Malignancies",2006-03,COMPLETED,INTERVENTIONAL,PHASE1,University of Pennsylvania,Adenoviral-mediated Interferon-beta|SCH 721015,search
adstiladrin,NCT02773849,"ADSTILADRIN (=INSTILADRIN) in Patients With High-Grade, Bacillus Calmette-Guerin (BCG) Unresponsive Non-Muscle Invasive Bladder Cancer (NMIBC)","A Phase III, Open Label Study to Evaluate the Safety and Efficacy of INSTILADRIN® (rAd-IFN)/Syn3) Administered Intravesically to Patients With High-Grade, BCG Unresponsive Non-Muscle Invasive Bladder Cancer (NMIBC)",2016-09-19,COMPLETED,INTERVENTIONAL,PHASE3,Ferring Pharmaceuticals,ADSTILADRIN,search
adstiladrin,NCT06929286,A Study Comparing Standard Treatments in People With Non-Muscle Invasive Bladder Cancer (NMIBC),COMparative Prospective Assessment Through Clinically Integrated Randomized Trials Evaluating Intravesical Treatments: The COMPARE IT Trial,2025-04-11,RECRUITING,INTERVENTIONAL,PHASE3,Memorial Sloan Kettering Cancer Center,Nadofaragene Firadenovec|Gemcitabine|Docetaxel,search
adstiladrin,NCT01212367,Intrapleural Gene Transfer for Pleural Mesothelioma,"A Pilot Study of Repeated Dose Intrapleural Adenoviral-Mediated Interferon-Alpha (SCH 721015, Ad.hIFN-a2b) Gene Transfer for Malignant Pleural Mesothelioma",2009-02,COMPLETED,INTERVENTIONAL,PHASE1,Abramson Cancer Center at Penn Medicine,SCH 721015|SCH 721015,search
adstiladrin,NCT06390111,A Trial to Evaluate Efficacy of Reinduction With Nadofaragene Firadenovec in Subjects With CIS ± High-grade Ta/T1 and no Complete Response to First Nadofaragene Firadenovec Dose.,"A Phase 4, Multi-center, Open Label Trial to Evaluate Efficacy of Reinduction With Nadofaragene Firadenovec in Subjects With CIS ± High-grade Ta/T1 and no Complete Response to First Nadofaragene Firadenovec Dose.",2024-06-17,WITHDRAWN,INTERVENTIONAL,PHASE4,Ferring Pharmaceuticals,nadofaragene firadenovec,search
adstiladrin,NCT01119664,Combination Gene Transfer and Chemotherapy,A Pilot And Feasibility Trial Evaluating Two Different Chemotherapy Regimens In Combination With Intrapleural Adenoviral-Mediated Interferon-Alpha Gene Transfer For Malignant Pleural Mesothelioma,2010-04-27,COMPLETED,INTERVENTIONAL,PHASE1,Abramson Cancer Center at Penn Medicine,SCH 721015,search
adstiladrin,NCT06510374,Trial of Nadofaragene Firadenovec vs. Observation in Participants With Intermediate Risk Non-Muscle Invasive Bladder Cancer,"A Phase 3b, Randomized, Controlled Trial of Nadofaragene Firadenovec vs. Observation in Participants With Intermediate Risk Non-Muscle Invasive Bladder Cancer",2024-10-01,RECRUITING,INTERVENTIONAL,PHASE3,Ferring Pharmaceuticals,Nadofaragene Firadenovec,search
adstiladrin,NCT06545955,A Trial to Evaluate Intravesical Nadofaragene Firadenovec Alone or in Combination With Chemotherapy or Immunotherapy in Participants With High-grade BCG Unresponsive Non-muscle Invasive Bladder Cancer,"A Phase 3, Randomised, Multi-center, Open Label Trial to Evaluate the Safety and Efficacy of Intravesical Nadofaragene Firadenovec Alone or in Combination With Chemotherapy or Immunotherapy in Participants With High-grade Bacillus Calmette-Guerin Therapy (BCG) Unresponsive Non-muscle Invasive Bladder Cancer (NMIBC)",2024-10-01,RECRUITING,INTERVENTIONAL,PHASE3,Ferring Pharmaceuticals,Nadofaragene Firadenovec|Gemcitabine|Docetaxel|Pembrolizumab,search
adstiladrin,NCT07332351,"Neoadjuvant Intravesical Nadofaragene Firadenovec With Gemcitabine, Cisplatin and Durvalumab for the Treatment of Muscle Invasive Bladder Cancer, TRIFECTA Trial",Intravesical Nadofaragene Firadenovec With Neoadjuvant Chemotherapy and Durvalumab in Patients With Muscle Invasive Bladder Cancer (TRIFECTA),2026-09-01,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE2,University of Washington,Nadofaragene Firadenovec|Durvalumab|Gemcitabine|Cisplatin|Radical Cystectomy|Biospecimen Collection|Computed Tomography|Positron Emission Tomography|Magnetic Resonance Imaging,search
adstiladrin,NCT01687244,Intravesical Administration of rAd-IFN/Syn3 in Patients With BCG-Refractory or Relapsed Bladder Cancer,"A Phase 2, Randomized, Open Label, Parallel Arm Study to Evaluate the Safety and Efficacy of rAd-IFN/Syn3 Following Intravesical Administration in Subjects With High Grade, BCG Refractory or Relapsed Superficial Bladder Cancer",2012-09,COMPLETED,INTERVENTIONAL,PHASE2,FKD Therapies Oy,INSTILADRIN,search
